Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
0, 71.2867, 0.956108, 2.26498e-005, 6.42909e-005, 6.37866e-005, 12.3805, 0.000103768, 16.007, 16.1465, 9.13514e-005, 2.84669, 91.7653
1, 46.3783, 112.159, 0.000127533, 0.0394476, 0.00514459, 7.43726, 0.000249699, 132.014, 10.8546, 0.270836, 1.73452, 197.02
2, 36.0135, 121.343, 0.0252557, 0.0786139, 0.00336791, 3.70978, 0.0332634, 72.3249, 6.09252, 0.50449, 1.41912, 228.649
3, 29.9234, 74.5031, 0.0473869, 0.128356, 0.00933427, 1.84792, 0.0617201, 34.3055, 3.26411, 0.764638, 1.39326, 192.692
4, 26.0622, 40.38, 0.0658436, 0.174302, 0.0068554, 1.40793, 0.0842754, 17.2911, 1.72866, 0.979983, 3.80665, 142.739
5, 23.7358, 21.6932, 0.0809466, 0.211385, 0.0115699, 1.37964, 0.10099, 9.23069, 0.907887, 1.13901, 3.3649, 102.036
6, 29.5168, 11.9077, 0.0982126, 0.240652, 0.0125487, 1.41732, 0.118659, 5.10086, 0.470286, 1.25569, 2.10528, 75.939
7, 28.7458, 6.79821, 0.241535, 0.300442, 0.0418748, 1.46675, 0.25086, 2.93559, 0.265701, 1.40561, 1.19567, 60.6297
8, 26.0158, 4.13154, 0.571865, 0.389931, 0.0519587, 1.54105, 0.579877, 1.84629, 0.226742, 1.60035, 0.703619, 51.5065
9, 30.3263, 2.7093, 0.798343, 0.425337, 0.0475071, 1.56297, 0.694784, 1.21808, 0.187771, 1.72712, 0.415298, 46.887
10, 29.0063, 1.94326, 0.8181, 0.429313, 0.0457576, 1.55957, 0.639396, 0.842862, 0.160288, 1.77639, 0.247203, 44.2813
11, 25.9673, 1.11965, 0.717418, 0.406938, 0.0312018, 1.55141, 0.534344, 0.600699, 0.1189, 1.76956, 0.150134, 41.4141
12, 30.2767, 0.615429, 0.587984, 0.386965, 0.0366326, 1.54496, 0.432501, 0.460182, 0.104613, 1.74024, 0.106229, 39.6653
13, 28.9333, 0.342399, 0.475482, 0.371922, 0.0240814, 1.547, 0.373616, 0.378286, 0.0869686, 1.70263, 0.0798125, 38.6938
14, 26.0869, 0.219888, 0.549438, 0.448972, 0.0787547, 1.6016, 0.664809, 0.492961, 0.218787, 1.74677, 0.100756, 38.1539
15, 24.6262, 0.284293, 1.05402, 0.725265, 0.200005, 1.88612, 1.76754, 1.07168, 0.720412, 2.00482, 0.344532, 40.1098
16, 32.389, 0.743203, 2.18113, 1.12205, 0.243763, 2.77496, 4.2254, 2.22914, 1.67886, 2.2157, 1.45993, 49.3863
17, 31.6983, 0.838043, 2.75165, 1.32719, 0.268936, 2.79696, 4.45197, 2.59785, 1.84489, 2.3251, 1.51248, 58.4969
18, 28.1922, 0.762111, 2.55068, 1.2462, 0.189313, 2.50149, 3.56679, 2.27271, 1.51179, 2.27405, 1.18881, 59.9884
19, 32.6429, 0.78552, 2.15448, 1.08543, 0.181964, 2.54981, 3.36569, 2.00558, 1.33608, 2.18434, 1.18243, 58.9395
20, 32.353, 1.00659, 3.31658, 1.56864, 0.536954, 2.89298, 5.11312, 2.71619, 1.93883, 3.15178, 1.62461, 65.1155
21, 29.2128, 1.92737, 4.6705, 2.01734, 0.625088, 2.73675, 5.30162, 3.02867, 2.06428, 4.62887, 1.43115, 71.6457
22, 33.1814, 1.64589, 4.63247, 1.96556, 0.571186, 2.43178, 4.31737, 2.80669, 1.82112, 5.26879, 7.16925, 74.4371
23, 31.4552, 1.33841, 3.81967, 1.70511, 0.450461, 2.17436, 3.23301, 2.40639, 1.49624, 5.08439, 5.64254, 72.3951
24, 28.2472, 1.85822, 2.92856, 1.44242, 0.372886, 1.9902, 2.3825, 2.02615, 1.21085, 4.51163, 3.39242, 66.3129
25, 32.5741, 1.51489, 2.20531, 1.23873, 0.37532, 1.86385, 1.77335, 1.73082, 0.995291, 3.87673, 1.96166, 60.4732
26, 31.3709, 1.20933, 1.67935, 1.08558, 0.328653, 1.77788, 1.3459, 1.51206, 0.839671, 3.32809, 1.16052, 55.6504
27, 33.851, 1.00955, 1.30214, 0.963963, 0.3291, 1.71942, 1.04621, 1.34715, 0.726369, 2.9017, 0.718059, 52.4384
28, 31.4318, 1.65207, 1.02754, 0.865979, 0.285227, 1.67957, 0.835024, 1.22229, 0.643919, 2.59147, 3.98894, 50.6254
29, 28.089, 1.31515, 0.836238, 0.793003, 0.285169, 1.65245, 0.684882, 1.12926, 0.583837, 2.40157, 3.22243, 48.574
30, 32.3082, 1.00589, 0.720391, 0.741302, 0.253058, 1.63708, 0.58735, 1.06123, 0.540084, 2.26146, 1.952, 47.2274
31, 32.5009, 1.16059, 1.33222, 1.19331, 0.427638, 2.5363, 2.1587, 26.6179, 1.23931, 2.64295, 2.09221, 64.3008
32, 38.1549, 3.19935, 7.13113, 3.96722, 2.16989, 5.36526, 12.2294, 30.5403, 6.24894, 5.83319, 5.95994, 115.029
33, 51.6227, 6.87906, 23.1143, 11.452, 6.62687, 8.60097, 30.0338, 34.6213, 14.5049, 17.5366, 8.26569, 228.096
34, 72.5496, 11.6695, 50.8862, 21.6179, 13.5648, 13.2114, 54.0597, 62.3797, 43.7504, 33.9628, 13.0881, 424.479
35, 76.9744, 16.2514, 70.8447, 28.5643, 19.6792, 14.0076, 55.586, 64.9581, 43.8472, 49.2761, 18.2038, 568.525
36, 71.1844, 16.974, 67.7053, 27.9741, 20.5878, 12.2142, 44.5127, 71.2164, 52.9923, 53.1854, 16.6727, 583.488
37, 63.7294, 14.7205, 50.8272, 22.7601, 17.7437, 9.30706, 31.644, 70.6167, 56.0352, 44.8054, 15.0266, 504.903
38, 59.5281, 12.5419, 42.2038, 19.3001, 15.2453, 8.25474, 25.3659, 56.1846, 42.9624, 37.9215, 14.672, 428.312
39, 57.9468, 11.1232, 35.4879, 18.4618, 15.8834, 7.39738, 21.5061, 67.8167, 34.0546, 34.4001, 14.0382, 389.236
40, 55.606, 10.476, 27.0722, 16.0115, 14.4335, 5.92472, 16.2207, 64.5743, 34.3045, 28.3132, 12.4774, 341.496
41, 61.5998, 11.4395, 30.385, 18.1068, 17.391, 8.60147, 23.2996, 64.017, 40.0285, 27.9497, 15.3297, 354.94
42, 68.0232, 13.9257, 34.1601, 21.2785, 20.2895, 10.9922, 27.562, 57.5138, 36.5026, 28.4405, 19.4473, 388.726
43, 69.3505, 16.0522, 31.2866, 21.8243, 20.927, 10.1907, 25.6649, 81.0392, 43.4481, 25.88, 19.3724, 410.384
44, 70.8735, 17.399, 30.006, 22.9402, 22.0102, 9.50183, 24.87, 79.1492, 43.0949, 26.2048, 19.0423, 422.363
45, 66.5688, 16.6981, 24.566, 20.4752, 19.7279, 7.57112, 19.5866, 64.8367, 38.3206, 22.9452, 16.3288, 385.097
46, 62.1992, 14.7978, 19.2076, 17.2781, 17.1237, 5.99686, 14.4125, 56.9666, 38.6455, 18.6709, 13.996, 331.424
47, 76.6648, 16.7466, 25.1437, 25.6234, 26.1469, 11.9174, 27.6278, 87.7238, 48.4665, 23.9865, 23.7551, 404.428
48, 74.3074, 18.1341, 23.6669, 25.1914, 26.0431, 10.6699, 25.111, 83.1513, 46.5825, 23.6467, 19.943, 423.233
49, 90.663, 30.8504, 62.3439, 37.0063, 35.0865, 18.6001, 58.0358, 93.7793, 60.0465, 43.1994, 27.5052, 622.701
50, 101.16, 40.6939, 72.0251, 49.9052, 49.3651, 18.5247, 53.0533, 121.528, 68.7046, 59.4399, 27.4518, 780.395
51, 96.4514, 43.4949, 65.5065, 50.1472, 49.2341, 16.058, 43.3379, 112.715, 65.4245, 62.4977, 25.3163, 780.733
52, 94.518, 42.3853, 68.3724, 55.0361, 54.4794, 15.0074, 41.3113, 122.486, 66.4872, 65.2903, 24.803, 791.956
53, 86.3053, 39.4031, 55.6125, 47.7609, 47.2457, 11.7086, 31.8757, 105.89, 59.6779, 55.2605, 20.9281, 702.057
54, 80.4905, 35.8908, 49.0402, 40.6007, 41.5117, 9.4029, 25.8867, 104.487, 53.93, 47.8759, 18.2299, 617.04
55, 85.768, 35.6608, 48.212, 44.7019, 45.51, 10.4068, 26.251, 111.504, 54.9123, 47.167, 20.4285, 612.662
56, 82.682, 35.7678, 39.0547, 40.7173, 42.1341, 8.87163, 21.2674, 102.902, 58.5724, 39.6344, 18.2327, 564.764
57, 77.746, 33.9889, 28.8194, 34.6799, 37.2671, 15.4398, 15.6886, 111.894, 63.249, 30.2702, 15.8741, 506.542
58, 73.9492, 32.0495, 20.8384, 29.7613, 33.4796, 18.0329, 11.4053, 100.685, 61.0274, 22.5145, 14.1664, 445.362
59, 72.7724, 30.6034, 13.9821, 25.1535, 30.6921, 13.7579, 8.16989, 102.654, 56.7422, 15.729, 14.3403, 390.919
60, 74.3984, 29.5726, 9.99965, 22.4496, 29.2092, 8.02185, 6.76422, 87.2478, 49.4257, 11.6948, 16.7923, 347.066
61, 81.6273, 30.0097, 14.1516, 28.3805, 33.2082, 5.54612, 10.0516, 83.4878, 53.0216, 18.325, 21.7846, 370.77
62, 87.8997, 32.1292, 25.7635, 40.5085, 39.2801, 7.36423, 19.636, 109.419, 60.273, 31.7516, 25.2973, 478.562
63, 82.3499, 33.3162, 28.0292, 41.5994, 39.9811, 7.82217, 22.1353, 105.83, 61.2454, 32.6575, 21.8661, 514.218
64, 77.9985, 32.5741, 25.7546, 37.8906, 38.6782, 7.11925, 20.824, 93.2102, 59.2936, 28.0029, 17.6485, 489.517
65, 84.8245, 32.9787, 38.9879, 40.9567, 42.1316, 10.2072, 31.5246, 115.442, 64.2386, 33.141, 21.4703, 549.988
66, 101.312, 38.9039, 87.3622, 67.9269, 59.5669, 18.8937, 61.8419, 142.23, 85.3965, 67.3387, 29.0075, 849.776
67, 98.3294, 43.8254, 77.873, 67.2934, 58.9025, 17.3157, 50.3579, 153.378, 87.3883, 69.2724, 25.9519, 901.559
68, 104.582, 44.6021, 91.9058, 74.1528, 63.4746, 19.3395, 53.3129, 158.489, 98.7526, 81.1768, 27.2539, 974.075
69, 113.232, 47.0617, 100.309, 78.8148, 64.8257, 22.4757, 60.2917, 174.561, 103.417, 81.2382, 31.2265, 1047.99
70, 115.346, 49.3449, 104.84, 83.0873, 68.3284, 22.4102, 63.4416, 185.11, 107.802, 86.3217, 31.0181, 1107.85
71, 111.522, 49.5707, 113.744, 83.1082, 68.5749, 20.5098, 57.1214, 167.371, 105.252, 116.455, 31.2226, 1136.99
72, 113.598, 49.5996, 95.1996, 84.1497, 72.6098, 20.5958, 51.4218, 174.349, 104.064, 108.033, 31.8655, 1096.95
73, 107.885, 48.4857, 70.3761, 73.6039, 68.2035, 24.6902, 39.5544, 168.053, 96.1055, 84.8296, 27.3172, 971.285
74, 102.303, 45.8825, 52.7068, 66.5537, 67.322, 40.345, 29.3579, 162.433, 91.3023, 65.8646, 23.2517, 861.13
75, 96.442, 43.5082, 38.8357, 59.5944, 63.8285, 29.435, 21.4914, 149.846, 80.108, 49.569, 19.7929, 747.153
76, 98.7734, 43.4218, 33.5043, 57.6594, 61.1958, 20.9788, 19.1564, 149.005, 79.4113, 42.6709, 23.1909, 693.171
77, 109.958, 46.5722, 48.9315, 67.7203, 68.2407, 18.4714, 27.4552, 154.773, 93.1067, 52.5076, 28.2941, 780.255
78, 117.371, 52.724, 73.1903, 84.1244, 82.5204, 19.0129, 37.5693, 176.678, 101.461, 80.458, 30.7984, 958.219
79, 114.798, 55.3655, 70.3427, 81.8593, 81.3553, 15.6999, 34.8174, 178.7, 99.6069, 78.7705, 29.4984, 970.815
80, 105.988, 52.9081, 54.0824, 69.2983, 72.1807, 11.6815, 26.3908, 167.276, 91.6418, 61.8879, 24.8327, 857.975
81, 101.698, 49.3071, 44.7233, 62.6372, 67.3008, 10.1991, 21.8581, 160.493, 87.3888, 48.9872, 22.5836, 764.686
82, 121.196, 53.2725, 71.3204, 91.0323, 81.9635, 19.2177, 46.4783, 192.923, 109.677, 62.0636, 33.362, 958.733
83, 138.956, 63.3007, 130.321, 119.368, 103.857, 24.1815, 71.0392, 210.808, 120.407, 112.36, 41.5818, 1318.47
84, 144.088, 70.2935, 114.239, 114.473, 103.06, 24.5708, 62.4499, 196.299, 120.675, 112.901, 42.8189, 1344.94
85, 140.035, 70.1841, 115.714, 117.832, 108.189, 22.727, 55.1868, 210.642, 124.8, 113.159, 40.5085, 1351.17
86, 141.03, 68.5521, 138.797, 123.67, 111.749, 22.8552, 57.7087, 221.303, 128.717, 132.647, 40.0709, 1425.5
87, 136.132, 67.3759, 118.495, 112.701, 107.291, 20.0163, 49.3161, 212.567, 121.751, 117.29, 37.3237, 1329.83
88, 125.664, 64.1204, 87.3764, 95.0098, 96.8438, 19.899, 37.6665, 209.437, 124.06, 89.2751, 30.7726, 1146.97
89, 117.961, 59.5219, 61.7031, 79.1854, 88.4862, 40.4264, 27.2213, 196.596, 115.653, 64.7344, 28.5444, 979.798
90, 132.441, 61.6927, 82.9125, 103.051, 108.15, 43.0209, 40.2352, 221.909, 132.498, 81.1802, 42.3539, 1129.99
91, 143.667, 68.5385, 92.3691, 112.082, 116.893, 38.8247, 47.6469, 234.966, 140.741, 91.3225, 38.457, 1253.22
92, 145.142, 70.3729, 84.6521, 111.074, 117.472, 41.969, 42.1114, 241.359, 145.891, 83.1522, 35.711, 1247.44
93, 147.715, 71.7765, 79.1744, 107.711, 115.653, 46.0493, 41.212, 238.928, 144.346, 80.0999, 34.8817, 1225.98
94, 139.407, 70.8372, 61.6296, 95.261, 107.84, 38.8079, 31.8915, 222.871, 133.551, 66.6476, 29.6242, 1107.54
95, 132.886, 67.9479, 47.6885, 84.4345, 100.737, 34.3405, 25.9544, 208.329, 124.03, 52.8801, 33.3854, 984.982
96, 141.009, 69.6685, 52.7278, 88.6388, 105.772, 31.2999, 29.6045, 214.082, 128.595, 56.0194, 37.1819, 1002.28
97, 152.069, 75.0546, 72.9536, 93.0186, 110.402, 34.0187, 47.6309, 222.555, 134.113, 64.2099, 41.8951, 1118.83
98, 148.385, 78.2146, 65.8714, 90.0251, 110.975, 23.6417, 41.7574, 216.401, 129.675, 58.7957, 42.9201, 1106.8
99, 138.087, 74.4917, 49.6799, 79.5288, 102.803, 14.7792, 30.8134, 203.402, 120.904, 46.2209, 43.1584, 990.291
100, 130.254, 68.6631, 36.0386, 70.0047, 95.6738, 9.28045, 22.0719, 192.372, 113.72, 34.5963, 38.5731, 864.985
101, 126.294, 64.4928, 25.4974, 62.5371, 91.1041, 6.25099, 15.7887, 182.211, 106.559, 25.3237, 32.6562, 759.743
102, 127.07, 62.7301, 18.4981, 57.617, 89.2381, 4.9173, 11.6239, 174.811, 101.23, 19.1364, 28.2929, 688.352
103, 138.32, 65.9941, 15.7357, 58.4131, 92.1333, 4.46567, 9.77197, 172.847, 99.7924, 18.1837, 25.9956, 670.517
104, 161.027, 77.4894, 28.1604, 73.9079, 104.958, 11.0259, 20.7797, 189.505, 110.855, 30.3597, 33.0047, 800.101
105, 185.998, 87.0292, 45.4193, 82.4143, 110.891, 16.761, 28.9307, 202.812, 120.873, 42.0511, 39.7531, 953.055
106, 179.602, 89.5625, 60.8051, 91.1171, 116.561, 17.1454, 32.6712, 206.134, 121.638, 56.5483, 54.2339, 1074.97
107, 191.468, 96.4485, 183.393, 155.139, 149.79, 27.5969, 87.0474, 280.53, 169.527, 152.109, 72.2662, 1754.22
108, 188.814, 100.442, 153.441, 144.63, 139.797, 27.7335, 74.694, 262.961, 156.774, 143.408, 72.6263, 1773.84
109, 177.118, 97.8735, 105.665, 123.27, 127.649, 22.6565, 53.6753, 241.679, 144.951, 109.276, 73.5242, 1540.4
110, 168.507, 92.2346, 86.0991, 107.449, 116.975, 18.9255, 45.8813, 225.924, 134.979, 82.5997, 70.9155, 1347.1
111, 158.058, 86.7596, 65.1246, 92.6694, 107.951, 13.8864, 34.3939, 207.866, 122.454, 61.662, 61.5781, 1157.67
112, 148.935, 81.7573, 47.1037, 82.3514, 102.982, 10.7658, 25.788, 194.462, 113.122, 46.2248, 55.506, 1003.86
113, 155.803, 81.7905, 46.3526, 86.7888, 109.198, 13.1132, 26.4643, 198.859, 116.144, 44.1915, 56.8622, 988.806
114, 153.846, 83.3422, 39.8746, 82.509, 107.467, 11.7297, 23.9951, 193.56, 111.742, 39.6027, 51.827, 949.113
115, 146.804, 80.1952, 30.9823, 74.6686, 101.431, 24.8119, 18.5778, 184.873, 106.11, 31.9126, 50.2648, 882.268
116, 141.114, 76.1678, 23.3731, 67.5868, 95.8677, 25.8529, 15.0188, 176.594, 100.763, 24.6971, 46.9743, 811.27
117, 140.518, 74.2338, 19.607, 63.8088, 92.277, 21.5236, 12.711, 172.356, 97.9651, 20.1056, 47.0075, 763.298
118, 152.77, 78.443, 29.2943, 78.0368, 99.8117, 22.3238, 18.4896, 187.568, 109.219, 32.4084, 51.7477, 852.206
119, 166.333, 86.4692, 41.8959, 92.1267, 110.102, 26.8799, 28.4686, 205.41, 122.126, 47.6531, 60.1676, 1004.19
120, 167.268, 91.3653, 51.3268, 95.6287, 112.268, 31.5349, 31.4644, 209.195, 124.464, 57.486, 62.3074, 1091.51
121, 158.91, 90.9085, 45.6727, 88.856, 107.417, 37.3079, 26.4557, 201.762, 119.691, 55.167, 54.8539, 1059.48
122, 149.37, 84.8632, 35.3835, 78.3808, 99.3562, 35.6938, 19.8073, 189.659, 111.472, 44.6128, 48.9095, 959.079
123, 153.568, 81.3262, 34.4333, 86.2729, 105.859, 31.7317, 20.3546, 196.672, 116.354, 47.468, 44.8704, 965.338
124, 163.897, 84.857, 33.2825, 91.3704, 112.21, 27.5668, 21.5226, 202.06, 119.347, 48.184, 43.9349, 986.104
125, 166.197, 88.5931, 42.292, 100.991, 116.981, 29.4124, 25.4244, 214.458, 128.138, 56.8298, 44.4011, 1056.6
126, 184.046, 95.9425, 55.6407, 112.257, 124.14, 37.3114, 39.8378, 236.672, 145.247, 64.041, 57.2467, 1202.73
127, 195.686, 104.674, 54.387, 112.934, 125.261, 40.3349, 40.0245, 239.398, 147.021, 61.8556, 63.679, 1269.7
128, 181.442, 104.518, 60.1612, 113.996, 120.449, 43.3571, 36.83, 234.853, 143.831, 68.8122, 70.4878, 1294.06
129, 184.843, 101.645, 88.9767, 127.379, 124.669, 50.1158, 47.9981, 253.093, 158.071, 85.6815, 83.5716, 1435.01
130, 181.224, 99.7183, 79.1404, 123.47, 126.828, 43.0311, 42.8262, 240.846, 147.564, 82.4097, 75.9888, 1406.79
131, 175.3, 96.8401, 60.4548, 111.637, 120.284, 45.8817, 34.0637, 224.193, 136.24, 66.647, 72.6708, 1280.52
132, 183.556, 96.5963, 43.6101, 108.187, 121.971, 43.8832, 27.4254, 220.697, 134.399, 52.9766, 71.3484, 1190.92
133, 178.173, 101.478, 37.9049, 101.986, 116.763, 36.8604, 23.1371, 212.033, 128.006, 43.4298, 66.2983, 1116.38
134, 171.827, 100.305, 33.6484, 96.9193, 114.377, 32.6614, 18.8206, 208.238, 126.333, 37.0751, 63.266, 1052.67
135, 163.144, 95.3601, 28.2399, 86.5667, 108.339, 26.7602, 14.5275, 197.483, 118.573, 31.8488, 58.0533, 966.85
136, 156.38, 89.9712, 21.5776, 77.3876, 102.051, 22.2924, 10.7863, 175.742, 99.3568, 25.5695, 38.4578, 860.604
137, 152.986, 86.4236, 16.8534, 71.3793, 97.4161, 18.3977, 8.60538, 162.789, 89.1455, 21.3714, 31.2761, 778.576
138, 154.49, 86.2081, 14.4818, 71.8453, 99.3733, 14.1141, 6.79727, 156.789, 84.0574, 21.0277, 29.1541, 742.351
139, 154.102, 87.2134, 12.6007, 70.049, 100.146, 11.3278, 5.72308, 152.907, 81.1199, 19.9447, 27.2292, 716.531
140, 164.714, 90.8659, 15.3546, 82.8975, 109.565, 14.0952, 8.98008, 167.491, 91.7777, 25.5729, 33.3142, 786.814
141, 193.498, 98.0508, 20.8137, 99.3843, 128.183, 13.4423, 11.7824, 193.234, 109.191, 36.2499, 54.3323, 941.222
142, 184.654, 104.239, 19.1492, 91.3715, 120.91, 16.2332, 10.2541, 183.386, 101.48, 33.6245, 60.2159, 948.525
143, 204.748, 108.292, 48.8798, 132.288, 138.676, 24.9576, 24.3813, 220.719, 129.337, 70.0538, 76.484, 1225.55
144, 208.954, 113.112, 67.2757, 139.605, 140.42, 28.0621, 36.3313, 232.807, 137.296, 82.2794, 78.7177, 1386.41
145, 205.488, 110.662, 77.2137, 138.894, 135.007, 40.6565, 41.6624, 235.35, 139.24, 90.4022, 84.0277, 1463.19
146, 205.835, 106.523, 65.5609, 129.88, 132.771, 45.7095, 34.6522, 221.637, 129.083, 80.9193, 79.9186, 1400.1
147, 224.632, 113.923, 63.2268, 142.562, 145.531, 51.8851, 36.1995, 241.479, 144.159, 83.0291, 87.5572, 1464.75
148, 212.865, 118.608, 51.7634, 128.19, 140.126, 42.1032, 30.1631, 224.284, 130.712, 69.6814, 81.6646, 1374.3
149, 199.084, 111.909, 38.4965, 108.437, 126.577, 39.7831, 22.3626, 204.768, 118.516, 52.5632, 80.3127, 1216.24
150, 195.371, 105.605, 30.6496, 99.5239, 119.25, 36.4218, 21.0507, 193.643, 110.563, 42.9016, 79.378, 1112.76
151, 264.471, 132.429, 103.674, 151.748, 151.832, 45.6888, 60.8411, 268.464, 161.12, 85.3148, 98.1789, 1613.54
152, 307.456, 175.554, 145.815, 209.826, 196.897, 54.2568, 82.2884, 347.688, 219.092, 134.618, 109.687, 2206.61
153, 261.465, 183.033, 122.966, 182.507, 173.566, 70.0502, 64.2773, 308.725, 193.328, 124.002, 111.023, 2114.86
154, 243.415, 170.49, 95.2526, 161.316, 161.742, 75.9188, 51.428, 293.468, 188.834, 103.991, 114.521, 1919.09
155, 233.385, 158.914, 74.6915, 146.008, 153.809, 64.6089, 41.1648, 273.85, 174.706, 85.2732, 101.818, 1724.09
156, 227.118, 152.865, 59.5137, 134.528, 150.312, 53.6591, 34.4142, 264.317, 168.74, 72.2076, 93.1594, 1569.5
157, 212.201, 145.518, 44.2661, 119.198, 138.043, 41.4951, 25.4692, 241.214, 151.601, 56.08, 84.0882, 1381.21
158, 205.946, 137.397, 31.8774, 103.687, 127.333, 32.7546, 18.2225, 222.778, 139.075, 41.3885, 77.422, 1208.74
159, 215.74, 130.649, 23.1205, 92.3014, 119.785, 24.4019, 13.1334, 208.054, 128.573, 30.6266, 70.442, 1082.7
160, 216.031, 127.013, 17.1675, 87.6418, 118.765, 17.9774, 9.90962, 200.548, 122.808, 24.2306, 64.9528, 1005.67
161, 212.739, 125.908, 13.434, 82.5333, 115.317, 12.9896, 7.92715, 195.679, 119.109, 19.7262, 61.6262, 947.24
162, 207.66, 123.327, 10.7378, 77.247, 110.608, 9.86782, 6.27051, 188.483, 114.08, 15.9259, 58.5058, 893.763
163, 202.564, 120.152, 7.77913, 72.5734, 106.516, 7.47503, 4.8326, 182.317, 110.05, 12.8175, 56.5433, 844.684
164, 197.731, 116.974, 5.63409, 68.4022, 102.929, 5.70028, 3.75499, 176.545, 106.105, 9.98997, 54.3183, 801.753
165, 193.717, 114.342, 3.97593, 65.1453, 99.8289, 4.32492, 2.99976, 171.602, 102.695, 7.97547, 52.2698, 766.179
166, 191.462, 112.427, 3.07235, 62.8157, 97.1483, 3.59891, 2.56873, 167.869, 100.233, 6.48073, 50.6537, 740.47
167, 189.647, 112.12, 2.29474, 60.5986, 94.8093, 2.66592, 2.08267, 163.894, 97.4538, 5.45593, 48.8846, 718.914
168, 187.347, 112.857, 1.89252, 58.9241, 92.6036, 2.29652, 1.83217, 161.196, 95.7249, 4.68277, 47.5504, 703.142
169, 184.404, 112.891, 1.34118, 57.0043, 90.4495, 1.77736, 1.53653, 158.001, 93.4421, 4.02573, 46.0261, 687.337
170, 181.672, 112.581, 1.10308, 55.5658, 88.4347, 1.64152, 1.45368, 155.421, 91.6665, 3.67969, 44.8565, 674.498
171, 178.807, 128.764, 1.2232, 54.8715, 86.1602, 1.56469, 1.42998, 153.733, 90.5955, 3.89862, 43.7568, 672.841
172, 174.08, 140.891, 1.14205, 53.5689, 83.9769, 1.48877, 1.33869, 151.192, 88.7157, 3.7491, 42.5299, 671.676
173, 170.072, 137.955, 1.24912, 52.3313, 81.9026, 1.5169, 1.35766, 148.886, 87.1057, 3.90445, 41.6688, 666.661
174, 166.505, 134.024, 1.5465, 51.1683, 80.8725, 1.38917, 1.24873, 146.918, 85.6588, 3.58659, 40.8018, 655.924
175, 162.862, 129.653, 1.43576, 49.241, 78.6622, 0.974314, 1.02791, 144.167, 83.6277, 3.0905, 39.6992, 638.464
176, 160.377, 126.374, 1.32237, 48.5482, 76.5602, 1.20861, 1.00713, 142.718, 82.9003, 3.06668, 38.8965, 625.678
177, 157.845, 124.128, 1.01502, 47.1238, 74.3924, 0.978208, 0.877717, 140.001, 80.8396, 2.99624, 37.6382, 611.774
178, 156.29, 122.577, 0.843386, 45.7734, 72.264, 1.1958, 0.838031, 137.429, 79.0231, 2.81488, 36.4777, 599.903
179, 155.367, 121.619, 0.953749, 44.5912, 70.2967, 1.24878, 0.864461, 136.017, 78.1268, 2.78715, 35.5058, 591.262
180, 154.412, 121.005, 0.839715, 43.5108, 68.3755, 1.19248, 0.806125, 134.054, 76.747, 2.72583, 34.4428, 582.832
181, 152.612, 119.853, 0.722656, 42.3667, 66.4574, 1.12142, 0.750477, 131.898, 75.1892, 2.66701, 33.3844, 573.738
182, 150.938, 117.104, 0.585285, 41.2914, 64.6353, 1.04671, 0.712174, 130.065, 73.9482, 2.62253, 32.4141, 563.6
183, 148.705, 114.592, 0.493067, 40.1924, 62.863, 0.967478, 0.671315, 128.124, 72.5971, 2.53648, 31.4628, 552.915
184, 145.926, 112.323, 0.381916, 39.1333, 61.1871, 0.89461, 0.640636, 126.198, 71.2187, 2.49159, 30.5092, 541.591
185, 142.622, 109.515, 0.308629, 38.0634, 59.5203, 0.82814, 0.606522, 124.286, 69.8869, 2.42197, 29.6222, 529.907
186, 139.828, 106.757, 0.252131, 37.0783, 57.9274, 0.772291, 0.585867, 122.597, 68.7272, 2.41261, 28.7512, 518.249
187, 137.169, 104.103, 0.234466, 36.074, 56.3378, 0.720685, 0.547083, 120.76, 67.4244, 2.34113, 27.8878, 506.895
188, 134.516, 99.8971, 0.207073, 35.106, 54.7761, 0.670529, 0.524751, 119.069, 66.255, 2.35949, 27.0351, 495.109
189, 132.578, 95.5711, 0.226272, 34.1391, 53.2253, 0.636221, 0.491542, 117.414, 65.1278, 2.30611, 26.2287, 483.363
190, 130.859, 92.088, 0.174592, 33.1987, 51.7272, 0.597589, 0.471997, 115.722, 63.9319, 2.28867, 25.408, 471.992
191, 128.421, 89.1979, 0.216876, 32.2966, 50.2904, 0.560914, 0.437873, 114.11, 62.8128, 2.25855, 24.6213, 461.321
192, 125.89, 86.6272, 0.153453, 31.4148, 48.8652, 0.523741, 0.421532, 112.527, 61.7071, 2.23599, 23.8479, 450.743
193, 123.47, 84.26, 0.194123, 30.5374, 47.4649, 0.490417, 0.391638, 111.037, 60.684, 2.17892, 23.1256, 440.757
194, 121.869, 81.9538, 0.15726, 29.7047, 46.1128, 0.468564, 0.383031, 109.612, 59.7121, 2.16868, 22.4454, 431.423
195, 119.794, 79.9536, 0.153666, 28.9454, 44.8739, 0.440421, 0.357515, 108.328, 58.8379, 2.14976, 21.7592, 422.9
