Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
0, 71.2867, 0.956108, 2.26498e-005, 6.42909e-005, 6.37866e-005, 12.3805, 0.000103768, 16.007, 16.1465, 9.13514e-005, 2.84669, 91.7653
1, 46.3783, 112.159, 0.000127533, 0.0394476, 0.00514459, 7.43726, 0.000249699, 132.014, 10.8546, 0.270836, 1.73452, 197.02
2, 36.0135, 121.343, 0.0252557, 0.0786139, 0.00336791, 3.70978, 0.0332634, 72.3249, 6.09252, 0.50449, 1.41912, 228.649
3, 29.9327, 74.504, 0.215188, 0.180966, 0.0714018, 1.85372, 0.120917, 34.3786, 3.30295, 0.915924, 1.39451, 193.506
4, 26.1414, 40.3904, 0.886788, 0.425718, 0.220925, 1.46099, 0.448393, 17.6771, 1.95331, 1.5999, 3.82107, 146.505
5, 23.9648, 21.7244, 2.79439, 0.81049, 0.471426, 1.56157, 1.43656, 10.1924, 1.49673, 2.84376, 3.4224, 112.587
6, 29.9387, 11.9635, 5.47842, 1.33342, 0.87106, 1.80072, 3.02217, 6.72814, 1.47786, 4.6198, 2.22229, 96.9436
7, 29.5118, 6.90283, 11.0592, 2.42866, 2.15412, 2.15132, 5.20225, 5.71698, 1.99401, 7.69382, 1.4297, 101.11
8, 27.8832, 4.38878, 26.6289, 5.4809, 5.80234, 2.98941, 9.98785, 7.85809, 4.02713, 14.5533, 1.29159, 142.266
9, 35.1976, 3.42628, 44.7179, 10.7527, 11.6672, 4.47571, 17.7597, 13.457, 7.86528, 24.4131, 1.90648, 222.197
10, 37.6246, 3.47368, 61.8841, 16.9531, 18.5392, 6.26987, 27.7926, 20.999, 12.5176, 35.9396, 3.12423, 320.348
11, 36.2022, 3.73305, 62.1211, 18.3442, 19.2347, 7.06708, 30.468, 24.0194, 14.1828, 40.1411, 3.86378, 359.409
12, 40.7877, 3.55382, 54.3277, 16.9045, 16.945, 7.26869, 26.6879, 23.1033, 13.5337, 37.9306, 4.07171, 347.141
13, 40.3638, 4.31192, 51.6995, 16.4826, 15.5676, 14.4518, 25.5372, 22.1662, 13.0985, 36.7641, 5.4691, 340.19
14, 37.006, 4.34925, 43.5515, 15.2398, 13.7358, 15.1718, 22.2519, 31.2361, 24.2487, 31.8172, 5.05965, 319.666
15, 39.8973, 3.86833, 32.8716, 12.7563, 11.5571, 14.6104, 16.75, 48.871, 19.687, 24.7894, 7.33639, 290.131
16, 36.8895, 3.30123, 23.6711, 10.3676, 9.88128, 13.257, 11.9585, 40.4913, 13.399, 18.4647, 5.63304, 246.528
17, 38.338, 2.88832, 16.9554, 8.57923, 8.76195, 10.6404, 8.53163, 37.0162, 19.6246, 13.7015, 3.67758, 205.794
18, 35.7016, 2.73328, 13.3497, 7.81166, 8.60498, 8.0256, 7.10616, 27.8399, 15.7881, 10.7953, 3.45708, 173.96
19, 32.1917, 2.6333, 13.1809, 7.43934, 8.41389, 6.01611, 6.03713, 20.0573, 11.276, 9.74125, 2.69, 152.005
20, 36.3637, 2.56439, 13.8233, 7.17674, 8.18857, 4.83048, 5.27006, 15.0703, 8.35396, 9.70277, 1.9864, 139.829
21, 34.8538, 2.5243, 13.7264, 7.53514, 8.41455, 3.95125, 4.61728, 22.6169, 18.1741, 10.7042, 1.54471, 139.034
22, 31.7621, 2.50404, 12.4576, 7.59291, 8.28059, 3.35299, 3.8345, 20.5877, 15.5291, 11.2378, 4.33787, 134.89
23, 36.1315, 2.46711, 11.2272, 7.19937, 7.84823, 2.92163, 3.18066, 15.7908, 10.9156, 10.7369, 8.75871, 128.118
24, 34.9176, 2.49683, 11.3819, 7.01158, 7.65855, 2.6073, 3.03036, 12.5763, 8.03, 10.2655, 6.77708, 123.484
25, 32.4369, 2.60986, 12.3416, 7.60741, 8.29875, 2.4476, 3.04846, 33.5615, 6.68324, 11.0851, 4.61648, 134.999
26, 36.9329, 2.61054, 11.4879, 7.60962, 8.37023, 2.33679, 2.7385, 52.6477, 29.0217, 11.074, 3.02306, 149.916
27, 35.387, 2.5352, 9.56742, 7.14227, 7.93662, 2.35434, 2.29754, 40.892, 23.1219, 9.85355, 1.99764, 144.873
28, 32.1387, 2.47539, 7.69237, 6.66675, 7.52314, 2.22926, 1.93535, 27.0461, 14.8583, 8.22914, 1.391, 126.625
29, 36.4181, 2.45793, 6.63525, 6.32343, 7.35318, 2.03076, 1.83893, 18.3653, 9.85289, 6.9015, 11.0762, 113.478
30, 34.9787, 2.43801, 5.84359, 6.27919, 7.42123, 1.95363, 1.83379, 13.6239, 7.16729, 6.03112, 8.42116, 105.686
31, 32.0133, 2.46965, 5.38247, 6.53676, 7.74123, 1.98169, 1.90576, 11.2797, 5.84817, 5.64916, 5.04637, 99.7404
32, 35.6673, 2.48983, 5.13917, 7.07531, 8.56469, 1.94536, 1.82948, 10.2926, 5.30597, 5.70683, 2.97413, 97.1599
33, 33.8283, 2.47928, 4.64187, 7.14517, 8.93186, 1.87674, 1.61917, 9.43954, 4.77606, 5.6897, 1.82253, 93.8421
34, 30.5889, 2.4553, 4.18083, 6.75611, 8.63099, 1.81798, 1.43503, 34.1883, 32.4061, 5.41204, 1.19161, 101.04
35, 34.9203, 2.43983, 4.06212, 6.41336, 8.54089, 1.78289, 1.30401, 35.5271, 31.6464, 5.24442, 0.856669, 107.552
36, 37.9868, 2.54187, 6.01333, 6.96132, 9.47226, 1.98545, 1.91484, 51.5694, 24.1106, 6.24666, 0.912888, 126.601
37, 38.1834, 3.14889, 14.658, 10.132, 12.5017, 3.44078, 7.3398, 52.6836, 25.2875, 11.283, 2.14218, 172.616
38, 37.7271, 3.90465, 23.7186, 13.6231, 15.4842, 4.57383, 11.7806, 43.2887, 21.7598, 17.2134, 3.18, 218.67
39, 58.1373, 7.06337, 74.1684, 33.0216, 34.9235, 11.3231, 36.2081, 57.056, 33.5898, 50.0011, 9.47611, 466.328
40, 69.5694, 11.2263, 96.4074, 45.7126, 47.0325, 15.7442, 50.5784, 67.5287, 41.1601, 76.8005, 14.3453, 679.091
41, 70.0092, 13.0915, 78.5694, 42.5529, 43.1415, 14.4274, 43.773, 74.3388, 51.5613, 72.5432, 14.7917, 680.189
42, 63.8713, 11.9825, 56.7374, 34.4719, 35.7331, 11.239, 32.717, 80.6586, 39.7672, 56.4517, 15.9139, 585.585
43, 58.6261, 10.2058, 41.3744, 27.4448, 29.7298, 9.06866, 24.2288, 75.0201, 28.2883, 41.8467, 14.9878, 482.833
44, 56.9706, 9.3118, 36.38, 24.4307, 26.8637, 8.3566, 22.0274, 59.9806, 23.3503, 32.7491, 14.969, 416.757
45, 64.1084, 11.0193, 67.5297, 33.1328, 33.3704, 13.7597, 40.2453, 76.5712, 46.6421, 48.3676, 19.4971, 542.694
46, 69.514, 14.3753, 107.696, 43.0691, 42.398, 18.2072, 57.3773, 106.248, 58.1336, 74.6983, 24.9969, 763.305
47, 77.7691, 17.4531, 121.468, 51.2704, 48.0914, 19.5165, 57.9143, 107.927, 61.4935, 88.2591, 27.3298, 891.159
48, 83.745, 20.2187, 132.813, 57.1971, 50.2614, 22.0568, 65.1959, 104.716, 65.3157, 95.2677, 29.8821, 970.684
49, 92.3601, 23.0113, 172.309, 70.2015, 56.8702, 30.9141, 106.742, 136.923, 78.3139, 124.74, 35.005, 1203.63
50, 96.8977, 25.3618, 159.161, 75.3199, 61.067, 32.4659, 101.974, 140.704, 83.1242, 126.674, 35.8368, 1260.65
51, 168.131, 35.5664, 252.469, 139.63, 128.532, 61.7897, 184.1, 235.548, 136.236, 178.698, 55.1193, 1916.05
52, 354.291, 68.0778, 629.258, 400.98, 389.677, 124.489, 373.056, 485.929, 287.092, 573.505, 110.971, 4669.66
53, 444.574, 114.979, 705.815, 504.735, 486.375, 193.491, 375.648, 538.043, 320.649, 778.503, 122.133, 6007.11
54, 350.152, 128.812, 437.161, 332.871, 347.484, 184.273, 219.07, 455.672, 287.041, 519.221, 92.3651, 4563.2
55, 234.453, 114.163, 228.606, 209.619, 217.035, 154.598, 112.943, 359.58, 236.441, 277.711, 81.786, 3008.41
56, 194.226, 92.9535, 177.139, 172.544, 170.695, 149.979, 99.997, 308.413, 201.332, 194.399, 72.4843, 2360.33
57, 178.478, 84.6329, 146.829, 155.008, 151.796, 146.706, 87.0764, 267.648, 167.134, 158.041, 76.258, 2037.21
58, 169.134, 79.8128, 120.612, 136.595, 140.381, 142.15, 74.8197, 241.095, 146.302, 125.65, 70.333, 1781.89
59, 168.42, 77.0064, 110.225, 130.454, 136.775, 140.35, 73.2803, 231.88, 139.085, 107.163, 67.9083, 1655.51
60, 171.56, 77.2351, 117.307, 133.569, 138.987, 140.651, 74.3252, 226.825, 133.118, 106.528, 62.3149, 1650.27
61, 175.12, 78.6505, 139.247, 137.108, 143.723, 129.105, 76.0333, 228.546, 133.953, 120.063, 62.361, 1712.43
62, 173.814, 80.1064, 142.557, 131.816, 143.616, 110.654, 69.4694, 224.32, 131.052, 132.187, 61.3177, 1695.43
63, 217.011, 87.2118, 208.533, 153.406, 165.14, 114.732, 118.596, 261.868, 158.67, 191.868, 81.0236, 2067.66
64, 279.475, 105.293, 275.898, 188.84, 196.182, 132.684, 176.255, 326.055, 202.644, 255.046, 118.408, 2696.58
65, 230.328, 112.36, 189.175, 168.837, 177.497, 87.6853, 109.941, 295.412, 180.39, 201.071, 97.8436, 2392.45
66, 198.74, 100.517, 124.24, 141.098, 156.826, 60.4747, 71.5188, 273.058, 170.541, 142.28, 101.198, 1936.51
67, 181.093, 89.3953, 88.8576, 119.335, 141.433, 40.3081, 52.5169, 246.739, 151.704, 102.224, 87.4255, 1585.08
68, 169.848, 82.2151, 65.5527, 103.362, 130.987, 26.1817, 38.7438, 224.116, 134.65, 74.9768, 72.0786, 1321.36
69, 166.319, 78.8281, 52.6594, 94.6548, 126.025, 25.8831, 32.4233, 213.163, 126.276, 57.457, 63.846, 1161.53
70, 187.7, 83.8219, 78.9559, 114.292, 139.775, 50.5488, 53.7101, 241.729, 145.958, 77.0018, 71.1463, 1344.3
71, 269.689, 104.155, 198.844, 190.334, 195.928, 78.8573, 134.033, 347.495, 216.637, 187.978, 100.188, 2261.53
72, 309.214, 127.736, 266.493, 253.142, 239.997, 104.951, 161.57, 402.939, 249.321, 287.977, 125.183, 3018.67
73, 309.85, 138.574, 271.538, 251.271, 237.526, 170.848, 167.794, 415.297, 261.806, 275.64, 148.285, 3211.54
74, 385.977, 162.373, 289.866, 274.802, 271.226, 199.913, 221.197, 508.23, 334.722, 281.216, 195.543, 3740.45
75, 392.769, 187.373, 255.924, 264.657, 256.362, 181.917, 206.932, 476.621, 309.019, 241.185, 192.258, 3705.34
76, 312.61, 176.327, 200.901, 222.114, 222.151, 172.465, 143.078, 393.631, 251.862, 195.552, 171.122, 3152.9
77, 283.337, 151.797, 182.815, 205.228, 209.709, 170.848, 134.734, 363.838, 231.667, 172.14, 169.774, 2825.04
78, 263.404, 138.125, 145.403, 181.279, 194.734, 154.781, 97.9339, 323.205, 199.542, 140.894, 135.009, 2427.18
79, 244.461, 125.253, 110.899, 157.459, 179.939, 131.328, 69.2487, 290.593, 175.944, 108.688, 115.895, 2046.2
80, 239.844, 118.693, 97.8535, 149.416, 174.974, 110.42, 58.3355, 279.189, 167.879, 95.4538, 105.677, 1843.34
81, 251.387, 121.013, 107.643, 157.207, 183.343, 98.0053, 64.2675, 288.238, 174.362, 105.354, 104.779, 1864.97
82, 246.467, 123.706, 99.5534, 150.275, 178.473, 80.3634, 57.4565, 280.364, 168.289, 99.4362, 99.9062, 1793.68
83, 250.561, 124.774, 100.171, 150.087, 178.814, 65.3907, 56.6741, 286.599, 174.114, 96.4785, 104.271, 1773.68
84, 246.244, 125.591, 99.2935, 148.51, 181.152, 48.8412, 52.5668, 289.311, 175.23, 93.3264, 99.8749, 1741.36
85, 236.97, 127.79, 83.3313, 137.214, 174.032, 32.153, 42.8213, 280.411, 168.787, 81.0353, 94.9709, 1619.2
86, 225.287, 131.808, 63.2552, 122.536, 163.266, 20.5669, 32.5835, 262.624, 156.513, 64.0922, 88.0462, 1449.11
87, 214.624, 123.474, 46.9193, 110.33, 154.104, 13.365, 24.4772, 246.422, 145.364, 48.9361, 79.6398, 1287.54
88, 208.315, 118.281, 35.7543, 101.562, 147.368, 10.3046, 19.9123, 247.189, 150.538, 37.5306, 74.1729, 1174.88
89, 211.108, 115.975, 29.9473, 96.3171, 142.993, 13.9025, 20.8614, 244.727, 149.57, 29.7904, 76.3484, 1125.45
90, 213.022, 115.701, 25.8435, 94.2011, 141.48, 15.4976, 20.4565, 242.405, 148.089, 24.2188, 77.1669, 1105.22
91, 209.871, 122.208, 22.1473, 90.9367, 138.241, 22.1228, 18.0557, 237.181, 144.103, 20.1805, 72.2628, 1077.33
92, 217.795, 121.5, 22.3495, 90.8954, 137.394, 34.5481, 18.9214, 238.547, 145.026, 19.052, 70.9653, 1080.63
93, 232.102, 124.672, 28.9056, 104.918, 148.734, 34.783, 23.397, 257.464, 157.366, 26.6251, 73.8571, 1176.97
94, 232.385, 128.785, 28.8337, 106.978, 150.144, 30.5373, 21.2959, 256.654, 155.626, 30.1345, 70.056, 1201.14
95, 226.343, 128.52, 24.0976, 99.5667, 143.13, 29.7459, 17.0634, 248.173, 150.948, 27.2852, 69.6582, 1151.97
96, 218.164, 123.143, 19.0523, 91.5258, 135.622, 26.2549, 13.3088, 237.432, 144.058, 22.4976, 65.5211, 1077.91
97, 211.16, 117.281, 15.3293, 85.5757, 130.029, 21.0094, 10.5886, 227.364, 136.933, 18.371, 58.8944, 1006.44
98, 201.735, 114.086, 13.5779, 82.805, 127.377, 13.4176, 9.36028, 221.809, 133.326, 15.8647, 59.3242, 957.003
99, 196.413, 111.294, 12.1727, 80.17, 124.35, 8.34236, 8.34978, 215.852, 128.841, 14.2634, 56.7473, 916.44
100, 200.197, 112.226, 13.8709, 84.5651, 126.91, 7.90785, 11.2862, 218.522, 130.774, 18.464, 58.9368, 935.958
101, 242.362, 122.135, 43.8323, 127.624, 161.606, 19.0838, 35.8003, 256.92, 155.649, 58.5867, 71.4763, 1261.08
102, 264.459, 133.076, 78.8643, 151.335, 176.408, 26.9836, 56.1202, 280.509, 170.252, 92.4264, 80.5026, 1579.72
103, 265.117, 140.263, 86.0852, 147.807, 170.332, 26.766, 54.6984, 287.07, 177.854, 94.9772, 87.877, 1669.02
104, 253.49, 139.334, 75.8008, 137.414, 158.848, 23.0212, 46.1214, 269.257, 163.846, 81.5825, 88.6629, 1591.28
105, 247.31, 135.684, 74.1628, 134.282, 153.273, 22.4481, 45.117, 305.777, 204.967, 72.3462, 89.4138, 1566.42
106, 253.676, 133.592, 74.3705, 134.09, 154.041, 21.5259, 45.7423, 315.528, 212.085, 69.1298, 95.1639, 1575.96
107, 247.913, 134.557, 62.7782, 123.983, 149.547, 17.5254, 38.5149, 299.589, 197.869, 59.4382, 91.4002, 1492.73
108, 237.736, 131.5, 47.0129, 109.454, 140.602, 13.1154, 28.8833, 274.664, 177.83, 45.9933, 87.3014, 1345.69
109, 226.755, 124.444, 33.8993, 97.1772, 132.299, 9.68924, 21.0567, 256.275, 164.468, 34.3997, 80.0917, 1201.34
110, 215.679, 117.053, 23.9049, 87.0639, 125.894, 6.90832, 15.2194, 244.295, 156.451, 25.2517, 72.1728, 1078.67
111, 207.674, 112.002, 18.3117, 82.0392, 121.09, 5.79487, 11.484, 234.988, 149.543, 19.8719, 65.468, 994.455
112, 202.68, 108.936, 13.908, 77.5191, 117.213, 4.86813, 8.86828, 225.464, 141.873, 15.7191, 60.9932, 929.61
113, 197.36, 108.047, 11.7832, 75.2212, 115.365, 4.22109, 7.09146, 218.634, 136.288, 13.6702, 57.0867, 887.135
114, 192.116, 106.227, 11.4699, 74.6698, 114.462, 3.96608, 6.16239, 215.135, 133.195, 12.5472, 55.0757, 861.752
115, 190.887, 110.332, 14.316, 75.4975, 114.876, 4.79352, 7.63483, 216.446, 134.457, 13.1135, 54.9464, 865.792
116, 187.992, 119.154, 16.3216, 74.372, 113.141, 5.12623, 8.55014, 213.972, 132.625, 13.5352, 54.2666, 869.795
117, 188.658, 121.716, 16.7448, 73.9609, 111.051, 5.64475, 9.87502, 213.816, 132.865, 13.4432, 57.4092, 876.795
118, 190.442, 121.808, 16.8134, 75.081, 110.188, 6.30961, 11.9143, 214.342, 132.956, 13.0265, 58.6211, 888.403
119, 184.786, 121.619, 14.9549, 73.7447, 108.095, 5.8513, 11.5315, 211.06, 130.416, 11.6001, 57.9238, 877.908
120, 180.672, 120.317, 12.4659, 70.4591, 104.952, 4.98291, 9.57796, 205.122, 126.246, 10.1105, 55.1124, 849.014
121, 184.361, 118.513, 16.4558, 74.6746, 110.882, 5.85459, 12.1873, 211.092, 130.353, 14.9235, 48.099, 880.486
122, 193.917, 121.923, 23.3761, 82.3089, 119.394, 11.8646, 15.4344, 219.273, 135.391, 26.0342, 46.4224, 958.437
123, 196.651, 111.054, 27.5351, 86.198, 122.195, 15.3931, 16.7836, 220.871, 135.842, 34.9182, 46.8536, 1006.43
124, 196.402, 107.441, 30.0163, 86.9659, 121.828, 18.5835, 17.967, 225.149, 139.656, 36.8878, 47.5484, 1026.54
125, 189.605, 103.204, 28.3654, 84.9128, 119.018, 18.0286, 15.9835, 225.705, 140.96, 33.1519, 45.133, 1006.31
126, 180.305, 98.2668, 24.2693, 81.2151, 114.777, 16.6949, 12.8966, 220.036, 137.424, 28.1469, 42.2516, 955.256
127, 192.572, 101.137, 44.4989, 96.5109, 121.603, 20.5943, 23.9735, 235.975, 149.331, 48.1841, 50.9226, 1083.48
128, 236.388, 110.313, 93.7153, 132.078, 141.241, 28.6146, 49.3226, 281.728, 182.078, 94.4868, 75.9683, 1472.61
129, 236.54, 119.895, 92.0072, 135.234, 142.295, 36.3933, 51.1036, 282.366, 179.531, 100.703, 82.3857, 1598.42
130, 223.455, 119.161, 68.7282, 116.319, 129.725, 47.2762, 38.9103, 252.81, 139.718, 79.9673, 91.347, 1467.34
131, 223.411, 124.129, 48.4998, 98.7801, 118.574, 45.5714, 27.6376, 245.525, 120.166, 58.3238, 81.6875, 1304.71
132, 214.766, 139.435, 34.1704, 86.6173, 111.067, 35.0949, 19.5402, 244.859, 119.966, 42.1581, 68.5964, 1172.68
133, 205.887, 131.304, 24.204, 77.7182, 105.601, 25.406, 14.1703, 267.145, 150.724, 30.4333, 59.1248, 1078
134, 199.603, 123.908, 17.4146, 71.6819, 101.455, 18.4719, 10.6765, 261.528, 149.882, 22.5994, 52.8979, 994.579
135, 194.785, 118.848, 12.6956, 66.9612, 98.1065, 13.5679, 8.0309, 249.719, 142.397, 17.3294, 48.6066, 921.983
136, 190.771, 115.473, 9.38705, 63.1594, 95.1143, 10.3547, 6.17297, 228.498, 123.985, 13.5319, 35.2609, 851.825
137, 187.842, 128.101, 9.28862, 63.7212, 94.2998, 8.27245, 5.47851, 218.54, 116.1, 12.8288, 28.8288, 820.328
138, 191.434, 131.114, 18.9899, 77.9988, 102.797, 8.42297, 8.90171, 225.169, 120.084, 25.8048, 27.7671, 893.477
139, 208.113, 137.438, 39.0954, 102.925, 122.101, 12.2507, 19.4665, 247.863, 136.09, 59.1146, 33.1136, 1108.23
140, 226.209, 150.029, 54.4702, 118.469, 134.699, 16.7305, 28.5281, 269.065, 152.311, 81.4826, 40.5166, 1307.61
141, 248.666, 162.484, 74.8812, 137.28, 142.255, 26.8606, 39.1408, 301.452, 176.997, 105.025, 67.6719, 1552.01
142, 281.201, 179.584, 107.252, 157.309, 151.972, 39.7201, 55.1674, 342.479, 205.526, 122.645, 94.1575, 1863.84
143, 277.204, 194.938, 93.2017, 145.436, 147.263, 46.9491, 52.1697, 335.109, 197.536, 106.065, 101.843, 1872.83
144, 265.314, 201.086, 68.2661, 124.566, 136.628, 53.0384, 40.3276, 322.344, 188.882, 79.4194, 105.66, 1719.95
145, 254.084, 202.563, 50.3334, 108.494, 126.517, 51.383, 30.3597, 309.855, 176.374, 59.9035, 99.4237, 1557.64
146, 243.719, 192.701, 43.5376, 100.015, 119.331, 43.2315, 26.087, 304.766, 173.745, 53.3666, 91.2635, 1448.82
147, 235.422, 184.047, 41.6865, 94.8692, 116.184, 35.4657, 25.7745, 293.389, 165.5, 47.3578, 87.1179, 1369.68
148, 227.839, 176.455, 39.5217, 92.0848, 117.333, 29.4148, 23.5984, 280.434, 155.711, 42.2955, 81.3878, 1301.41
149, 218.741, 169.368, 31.6083, 84.2522, 113.203, 24.9762, 18.4135, 260.876, 142.198, 33.794, 75.8323, 1196.62
150, 211.318, 162.36, 22.9564, 76.1646, 107.17, 20.9517, 13.4567, 246.853, 133.493, 25.2927, 70.5086, 1090.22
151, 205.776, 156.941, 15.9195, 69.6126, 101.808, 15.7609, 9.73826, 239.501, 129.426, 18.4135, 65.4226, 1003.06
152, 203.066, 152.592, 11.6176, 65.8948, 97.949, 11.7735, 7.29363, 247.445, 141.571, 14.1567, 61.3726, 952.094
153, 207.177, 152.44, 9.36301, 64.6153, 96.5145, 9.25688, 6.43418, 248.059, 143.559, 12.1946, 59.6411, 931.25
154, 221.684, 162.071, 13.056, 76.4201, 104.625, 10.4735, 10.1871, 265.655, 157.8, 19.6987, 63.6141, 1022.67
155, 228.657, 172.336, 20.949, 90.5541, 114.666, 11.9026, 14.5969, 275.532, 163.855, 30.2205, 66.8318, 1144.92
156, 225.278, 179.612, 21.6754, 87.7144, 111.986, 14.0294, 13.9743, 269.598, 158.428, 29.6993, 68.812, 1157.72
157, 219.389, 181.317, 20.8384, 80.1418, 105.176, 17.1516, 12.7016, 265.042, 153.171, 25.616, 69.7565, 1126.88
158, 213.695, 177.835, 20.7827, 74.9537, 99.474, 18.681, 12.7679, 268.226, 155.015, 22.3056, 69.0164, 1102.69
159, 208.764, 172.256, 21.2782, 75.3784, 98.8788, 19.8218, 13.5461, 267.959, 154.717, 21.6565, 68.1662, 1093.67
160, 208.064, 166.182, 20.7725, 74.3284, 97.7051, 22.0589, 14.9321, 259.395, 150.031, 20.2556, 67.8797, 1076
161, 201.206, 163.819, 17.2156, 68.7756, 94.0439, 21.7103, 12.8996, 244.748, 140.842, 16.8289, 64.8035, 1022.17
162, 194.914, 159.228, 13.1001, 63.3592, 89.9635, 21.6309, 9.77814, 233.319, 133.525, 13.1938, 61.9764, 958.948
163, 189.088, 155.33, 10.2134, 59.1848, 86.3954, 18.4397, 7.23572, 224.229, 127.474, 10.6945, 58.3234, 901.915
164, 183.613, 150.598, 7.97468, 56.6086, 83.753, 14.0812, 5.50871, 216.875, 122.984, 9.17312, 54.6563, 854.744
165, 183.189, 147.056, 7.21553, 57.4019, 83.733, 10.831, 4.51514, 214.887, 122.51, 9.30617, 53.2064, 834.856
166, 183.629, 145.789, 9.37624, 62.1456, 88.0957, 8.90216, 5.15544, 216.241, 123.868, 16.1253, 51.763, 857.513
167, 180.218, 143.787, 10.6057, 63.1003, 88.4287, 7.72712, 5.3312, 212.968, 121.859, 19.694, 50.39, 859.101
168, 175.64, 140.858, 9.91277, 60.199, 84.8881, 7.09685, 4.74568, 207.342, 117.9, 19.0249, 49.2571, 833.185
169, 172.911, 137.995, 11.0815, 60.2596, 83.7523, 6.82056, 5.0331, 206.453, 117.467, 19.6029, 48.0346, 823.125
170, 170.484, 135.203, 11.5716, 59.7003, 83.2544, 6.15405, 5.29203, 204.035, 116.302, 19.1592, 46.6867, 812.026
171, 168.475, 132.698, 10.9658, 57.485, 81.5665, 5.67721, 5.01044, 199.186, 113.437, 17.1595, 45.3482, 790.729
172, 166.653, 131.704, 10.3544, 57.4263, 80.7575, 5.16128, 4.74512, 196.976, 112.414, 17.3274, 44.8498, 779.082
173, 163.607, 130.003, 9.70198, 55.517, 78.401, 4.37549, 4.25284, 192.799, 109.44, 16.8846, 44.0585, 759.531
174, 160.613, 127.857, 8.35158, 51.9202, 75.0242, 3.6117, 3.46356, 187.835, 105.919, 14.5256, 43.2893, 730.385
175, 158.581, 125.673, 6.53663, 48.8605, 72.2061, 3.29156, 2.73346, 183.515, 103.242, 11.6781, 42.177, 702.216
176, 160.211, 124.562, 5.28813, 47.534, 71.7368, 2.73925, 2.25451, 179.456, 100.973, 9.27487, 40.7173, 683.741
177, 160.985, 126.122, 4.42699, 46.0175, 70.8574, 2.37537, 1.9517, 174.756, 98.0014, 7.45675, 39.2993, 669.03
178, 159.526, 127.934, 3.74955, 44.5128, 68.8786, 2.20524, 1.73283, 171.046, 95.6461, 6.42985, 38.3045, 657.087
179, 155.998, 126.89, 3.23088, 43.4682, 66.6208, 2.04751, 1.64774, 168.494, 93.1018, 5.74889, 37.2543, 645.004
180, 151.949, 124.372, 2.7018, 42.3375, 64.5359, 1.91387, 1.52419, 165.635, 90.7274, 5.45611, 36.1585, 631.032
181, 148.299, 120.98, 2.1463, 40.8821, 62.5531, 1.79135, 1.31505, 161.531, 88.4565, 5.21402, 35.001, 613.635
182, 144.849, 116.828, 1.61257, 39.1817, 60.4898, 1.58126, 1.11296, 156.549, 85.6406, 4.56484, 33.8572, 592.711
183, 141.986, 112.657, 1.27399, 37.7087, 58.6086, 1.35824, 0.995537, 151.804, 82.93, 4.04987, 32.8214, 572.825
184, 139.899, 109.199, 1.03398, 36.498, 56.9146, 1.16686, 0.923277, 147.261, 80.4377, 3.65437, 31.8065, 555.252
185, 138.351, 106.547, 1.05652, 35.9314, 55.6402, 1.07592, 0.936956, 143.506, 78.4381, 3.68758, 30.8519, 542.743
186, 136.152, 104.459, 1.27538, 35.5982, 54.4564, 1.02953, 0.946386, 140.325, 76.6299, 3.84768, 29.9414, 532.71
187, 133.089, 102.33, 1.20712, 34.4395, 52.833, 0.984971, 0.841912, 136.787, 74.4411, 3.64419, 29.0178, 519.461
188, 130.107, 99.8653, 0.948988, 33.0372, 51.1481, 0.962191, 0.710935, 133.333, 72.1965, 3.28329, 28.1284, 504.592
189, 127.829, 97.4519, 0.653534, 31.8097, 49.5455, 0.900993, 0.606622, 130.021, 70.2709, 2.98781, 27.2693, 490.562
190, 126.401, 95.3811, 0.459034, 31.0906, 48.1995, 0.838189, 0.57113, 126.868, 68.6691, 2.87752, 26.4785, 479.099
191, 125.341, 91.8779, 0.625563, 31.4081, 47.5622, 0.889262, 0.711092, 124.548, 67.5089, 3.72241, 25.8332, 473.904
192, 123.305, 88.9723, 1.23771, 31.8513, 47.1468, 1.0096, 0.952, 122.498, 66.2729, 5.16195, 25.2651, 471.486
193, 119.919, 86.7569, 1.48293, 30.915, 45.7708, 1.06706, 0.939521, 119.583, 64.208, 5.36689, 24.5985, 461.192
194, 117.026, 84.6359, 1.25348, 29.4726, 44.0797, 1.16971, 0.791072, 116.582, 62.0973, 4.66346, 23.8923, 446.699
195, 115.053, 82.2514, 0.89536, 28.0276, 42.4332, 1.13904, 0.643443, 113.274, 60.1513, 3.90144, 23.072, 431.812
196, 113.653, 79.609, 0.535905, 26.7708, 40.8837, 0.981822, 0.522766, 109.54, 58.3184, 3.31103, 22.2177, 417.656
197, 112.123, 76.9627, 0.285642, 25.6678, 39.4465, 0.80245, 0.4424, 105.936, 56.4445, 2.88218, 21.3736, 404.311
198, 108.237, 74.5396, 0.159173, 24.7746, 38.1567, 0.646368, 0.376507, 102.863, 54.6034, 2.62055, 20.5676, 391.524
199, 104.963, 72.4814, 0.252377, 24.0535, 37.0248, 0.542034, 0.349069, 100.349, 52.8713, 2.49338, 19.8285, 379.844
