Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
0, 71.2867, 0.956108, 2.26498e-005, 6.42909e-005, 6.37866e-005, 12.3805, 0.000103768, 16.007, 16.1465, 9.13514e-005, 2.84669, 91.7653
1, 46.3783, 112.159, 0.000127533, 0.0394476, 0.00514459, 7.43726, 0.000249699, 132.014, 10.8546, 0.270836, 1.73452, 197.02
2, 36.0135, 121.343, 0.0252557, 0.0786139, 0.00336791, 3.70978, 0.0332634, 72.3249, 6.09252, 0.50449, 1.41912, 228.649
3, 29.924, 74.5033, 0.0473041, 0.128766, 0.00982172, 1.84871, 0.0624097, 34.3068, 3.26486, 0.765887, 1.39357, 192.7
4, 26.3322, 40.454, 1.05966, 0.448334, 0.185433, 1.55073, 1.44445, 17.7244, 2.02462, 1.26011, 3.9425, 146.98
5, 32.0161, 23.663, 9.15148, 3.52431, 2.88129, 4.46213, 13.6276, 15.2323, 5.17338, 3.52915, 7.75293, 152.267
6, 38.2423, 15.0408, 11.2102, 4.35637, 3.44144, 4.49994, 13.6884, 12.289, 5.1423, 4.68182, 6.17305, 155.934
7, 35.6902, 9.80912, 9.94649, 3.949, 3.23862, 3.75647, 10.5517, 8.96524, 3.98047, 4.89221, 4.17506, 142.407
8, 43.5238, 7.8532, 19.7016, 7.87289, 7.37942, 6.84813, 17.9447, 12.7139, 7.39601, 8.539, 6.19679, 176.001
9, 41.181, 6.9281, 20.0303, 8.49237, 8.13886, 8.96973, 16.4141, 12.8628, 7.40847, 9.90129, 5.83888, 190.509
10, 42.7092, 6.06033, 17.686, 7.75275, 7.65311, 11.3859, 12.7105, 11.274, 6.46432, 9.8729, 7.27097, 184.408
11, 39.3948, 5.16158, 16.9632, 7.79104, 8.3185, 10.8647, 10.8855, 10.1752, 5.8152, 10.2205, 5.6363, 175.559
12, 34.8229, 4.42237, 14.7794, 6.99876, 7.75872, 8.63951, 8.58282, 19.8674, 17.3368, 9.77873, 4.37499, 163.612
13, 38.0501, 3.86479, 11.4715, 5.81723, 6.61864, 6.78686, 6.32258, 17.5748, 14.1417, 8.38861, 3.01535, 144.973
14, 39.4782, 3.47297, 8.41893, 4.79355, 5.62096, 5.24464, 4.56597, 12.4809, 9.17193, 6.7706, 4.49821, 124.979
15, 35.6428, 3.21182, 6.09021, 4.04106, 4.93259, 3.99276, 3.31332, 31.2926, 5.92798, 5.38044, 3.49944, 117.974
16, 31.7222, 3.05732, 4.42921, 3.51538, 4.47241, 3.05022, 2.44269, 27.8155, 4.07612, 4.3284, 3.14366, 108.702
17, 35.7542, 2.96252, 3.26726, 3.15041, 4.15003, 2.37506, 1.84071, 29.3746, 14.8636, 3.5861, 2.26747, 101.323
18, 34.0981, 2.89924, 2.45746, 2.89464, 3.91275, 1.9199, 1.42354, 22.0271, 12.3128, 3.06836, 1.49649, 92.019
19, 36.8443, 2.92007, 2.09983, 2.74673, 3.7814, 1.98024, 1.49882, 14.4857, 7.9452, 2.75479, 1.27994, 83.1371
20, 34.4573, 2.97206, 2.23045, 2.67054, 3.89238, 1.96344, 1.68859, 9.58154, 5.08281, 2.6469, 1.02731, 76.4886
21, 32.1957, 3.23847, 3.37369, 3.01778, 4.21239, 2.47941, 2.86885, 7.46125, 3.98508, 3.32136, 4.5826, 77.0018
22, 37.0496, 3.45521, 5.03315, 3.41288, 4.90304, 2.81041, 3.72387, 6.67279, 3.58592, 4.27866, 10.3491, 85.4479
23, 35.3537, 3.46393, 5.16559, 3.44078, 4.97912, 3.23263, 3.40303, 5.87693, 3.06447, 4.61109, 7.74598, 90.1506
24, 40.6003, 3.94068, 13.0376, 6.55205, 7.59413, 5.28975, 9.29052, 8.79867, 5.18549, 8.50516, 5.93284, 124.946
25, 40.2872, 4.5269, 17.3476, 8.50818, 9.28802, 5.89271, 11.5747, 22.585, 19.3066, 11.0748, 4.85174, 161.933
26, 36.5625, 4.66541, 15.3925, 8.07807, 8.81285, 6.98701, 9.62368, 21.0622, 16.328, 10.5477, 3.47495, 166.106
27, 40.0066, 4.39973, 11.6844, 6.83538, 7.66896, 7.4807, 7.08159, 37.6163, 10.9119, 8.71078, 5.71468, 162.725
28, 41.2105, 4.08613, 8.46832, 5.69888, 6.67751, 6.39684, 5.07779, 32.1656, 7.24716, 6.87029, 4.46885, 149.947
29, 37.0919, 9.2539, 6.10881, 4.85359, 5.97016, 4.94237, 3.66031, 31.8953, 16.3452, 5.41928, 2.89341, 135.673
30, 37.6805, 5.12546, 17.7517, 8.44868, 9.63615, 6.12545, 11.3042, 29.7299, 17.5298, 12.441, 3.72339, 172.797
31, 43.63, 5.07727, 24.9313, 11.3963, 12.1639, 5.83343, 14.0611, 25.0716, 14.7997, 18.2012, 3.62612, 209.357
32, 56.7796, 7.31184, 44.4873, 19.7757, 21.6161, 8.61154, 28.3884, 31.5796, 19.7697, 29.5856, 7.00003, 313.646
33, 74.0939, 12.7791, 69.726, 31.6992, 34.6624, 15.9561, 57.6263, 46.6878, 30.1812, 42.148, 19.1928, 495.935
34, 142.202, 27.5933, 104.798, 65.1684, 64.361, 30.1835, 111.112, 132.872, 102.839, 58.3433, 35.908, 919.416
35, 116.986, 42.7304, 79.1425, 57.0661, 56.3964, 33.1882, 70.5723, 140.506, 87.4871, 53.0321, 31.2841, 942.56
36, 92.5494, 36.1219, 53.1487, 42.7931, 43.2542, 59.5148, 44.1185, 116.37, 73.1021, 40.7553, 24.4197, 789.28
37, 79.2894, 27.4358, 36.2357, 32.324, 34.4168, 47.996, 29.5201, 98.8392, 52.2406, 29.8298, 19.3898, 625.776
38, 72.6623, 22.0642, 25.3096, 25.5033, 29.35, 31.8491, 20.4385, 97.6749, 51.4848, 22.0744, 16.0396, 502.65
39, 69.017, 27.2237, 24.3368, 23.5076, 28.7226, 18.7521, 16.54, 91.989, 45.8836, 23.5789, 13.8235, 442.029
40, 68.2638, 28.3416, 47.3924, 28.7942, 32.1816, 11.9949, 21.8379, 93.5339, 46.2296, 48.7122, 13.1335, 497.073
41, 81.2166, 31.0315, 93.0161, 46.4544, 45.0573, 15.1803, 48.5685, 103.909, 49.9392, 81.9893, 20.6929, 711.321
42, 80.2775, 30.6268, 76.6899, 43.6457, 42.8288, 12.3862, 39.9793, 94.1276, 52.2661, 74.1173, 19.476, 703.837
43, 75.9132, 33.2131, 53.6798, 35.6129, 37.0717, 9.26877, 28.4452, 72.4882, 42.5742, 55.4261, 16.6046, 588.963
44, 72.4368, 32.2006, 37.2977, 28.8709, 32.4985, 6.9939, 19.9887, 75.8629, 36.0294, 39.739, 14.3445, 486.365
45, 70.3498, 30.6265, 30.1864, 26.7284, 31.8526, 5.78126, 16.1468, 85.0844, 40.3093, 32.1097, 13.1075, 436.142
46, 97.6831, 35.1844, 114.863, 64.1006, 59.368, 20.2086, 78.0836, 122.837, 73.9562, 89.4674, 24.9539, 866.842
47, 115.792, 44.5794, 151.489, 81.5255, 73.9301, 25.661, 90.3841, 135.447, 87.9828, 112.741, 32.9242, 1163.28
48, 110.778, 48.8971, 114, 73.4274, 68.2985, 22.0111, 64.7645, 135.118, 75.7031, 95.2641, 29.7122, 1093.78
49, 99.0156, 46.1365, 76.9236, 58.6673, 57.5349, 16.3727, 44.3224, 133.839, 74.7602, 70.2605, 24.1028, 904.603
50, 89.7396, 41.6344, 52.6767, 46.6263, 49.0847, 11.9582, 30.7386, 123.4, 67.3523, 50.3563, 19.7811, 728.18
51, 83.6353, 37.9951, 36.977, 38.2607, 43.4544, 8.88655, 21.665, 112.096, 58.9697, 36.2094, 16.8231, 593.201
52, 79.6808, 35.572, 26.4577, 32.616, 39.7815, 6.78792, 15.5145, 104.143, 53.1443, 26.4385, 14.8323, 497.168
53, 77.0024, 33.9921, 19.2764, 28.7599, 37.2879, 5.35451, 11.3137, 103.862, 54.5331, 19.6852, 13.4788, 433.508
54, 75.0423, 32.8981, 14.3372, 26.0783, 35.5481, 4.3742, 8.43553, 102.173, 53.3701, 15.0206, 12.5492, 389.886
55, 74.5565, 32.389, 11.8305, 24.2003, 34.2607, 4.22351, 7.51008, 100.604, 52.1226, 11.8014, 16.5999, 364.724
56, 81.5278, 34.3693, 26.6812, 32.985, 42.2407, 9.08174, 20.2457, 101.555, 60.5918, 23.1809, 26.3853, 450.639
57, 83.4327, 35.9093, 32.6813, 36.7859, 45.7725, 9.27053, 22.1553, 111.965, 62.3138, 30.6094, 21.7921, 514.384
58, 80.7421, 35.6921, 28.3477, 33.8409, 43.5792, 7.83478, 18.2008, 101.445, 60.5569, 28.0132, 17.3785, 495.446
59, 118.407, 42.448, 75.9083, 65.3492, 68.1978, 23.7814, 65.1912, 142.425, 97.4631, 61.7923, 33.7364, 828.81
60, 122.771, 53.588, 86.2395, 72.124, 74.1648, 22.6323, 62.0149, 156.363, 92.3614, 72.345, 34.0327, 988.719
61, 123.764, 57.226, 107.84, 79.9882, 78.3659, 26.8654, 73.6406, 172.945, 100.959, 90.9118, 37.2511, 1133.75
62, 124.285, 57.9313, 103.305, 85.3744, 80.1536, 30.6731, 67.9089, 181.313, 105.776, 92.6074, 39.576, 1178.94
63, 115.064, 54.6259, 81.1458, 76.5275, 74.1247, 29.7696, 52.8824, 167.452, 94.8833, 79.8938, 34.6646, 1068.13
64, 106.22, 50.6991, 60.7816, 64.1836, 65.8848, 23.9702, 41.5425, 153.262, 85.278, 61.236, 30.1666, 911.091
65, 101.936, 47.5002, 52.1192, 57.5433, 61.9352, 18.3396, 36.0899, 145.099, 79.409, 48.8952, 28.1307, 804.166
66, 96.5621, 45.2746, 40.4134, 49.662, 57.9638, 12.4451, 27.3859, 134.695, 71.5303, 37.3108, 24.1798, 696.387
67, 92.3021, 43.9007, 30.0163, 43.0618, 54.3982, 14.0491, 19.8774, 131.672, 71.0897, 27.8742, 22.2983, 607.345
68, 89.3287, 42.6491, 22.1354, 38.371, 51.5937, 23.0807, 14.4218, 127.711, 68.3686, 20.781, 19.4734, 543.313
69, 87.4426, 42.0213, 16.3422, 34.877, 49.3551, 19.2182, 10.6293, 123.501, 65.163, 15.6785, 17.0255, 492.061
70, 88.6423, 44.8701, 12.1797, 32.2416, 47.6738, 14.3026, 8.02368, 120.169, 62.6072, 12.0902, 17.2581, 453.918
71, 90.0111, 47.2217, 9.14297, 30.1973, 46.0173, 10.6366, 6.22301, 104.485, 60.5649, 9.4615, 19.0323, 419.31
72, 91.8439, 49.9172, 7.65499, 28.8897, 44.4682, 8.39557, 5.1072, 110.438, 59.1986, 7.87968, 22.5725, 406.461
73, 99.071, 51.7983, 13.9605, 32.8635, 46.754, 10.9883, 13.3031, 108.375, 63.8342, 10.5272, 26.8936, 448.724
74, 103.356, 50.9565, 26.6195, 42.6191, 53.3552, 12.2113, 20.582, 126.719, 69.9429, 20.6313, 26.3077, 549.636
75, 110.634, 49.2298, 42.0644, 52.5871, 60.5853, 15.141, 31.3155, 127.548, 75.2247, 32.0206, 26.7889, 666.993
76, 115.463, 51.8746, 51.8046, 59.7283, 66.4126, 16.4169, 36.0784, 144.781, 80.0975, 42.9285, 27.6238, 770.709
77, 111.368, 52.7563, 51.8817, 57.2741, 64.5977, 15.4068, 34.3557, 135.925, 81.6169, 45.184, 27.0908, 778.6
78, 149.972, 58.0413, 169.013, 113.837, 111.279, 26.7713, 77.472, 204.094, 118.783, 115.156, 41.7992, 1324.86
79, 154.39, 67.5626, 173.798, 125.951, 125.75, 27.4556, 79.8352, 219.323, 123.737, 128.666, 42.9286, 1537.27
80, 135.263, 65.9155, 115.116, 101.039, 103.375, 20.9955, 55.5874, 201.189, 114.712, 100.617, 37.8941, 1323.46
81, 122.333, 59.9635, 83.119, 88.3343, 90.6914, 16.684, 42.0306, 186.833, 105.859, 79.5079, 34.4176, 1117.5
82, 114.67, 54.5054, 59.1581, 73.2764, 79.5172, 12.1744, 30.3052, 166.585, 90.8475, 59.092, 28.1756, 920.641
83, 110.484, 51.6443, 41.6532, 60.8785, 71.6324, 8.77357, 21.4913, 152.909, 81.7063, 42.7534, 23.4427, 764.346
84, 108.09, 50.5385, 29.4755, 51.9929, 66.3132, 6.46564, 15.3438, 142.66, 74.3733, 30.7785, 19.8985, 651.008
85, 111.81, 56.0066, 20.9437, 45.7468, 62.4667, 4.87979, 11.1335, 135.358, 69.084, 22.2734, 20.6389, 577.198
86, 115.324, 60.2451, 15.0572, 41.3574, 59.5799, 3.8074, 8.26547, 130.702, 65.801, 16.3973, 22.8387, 532.534
87, 115.348, 62.1667, 10.9483, 38.1059, 57.2133, 3.06679, 6.28593, 127.34, 63.4759, 12.2449, 22.2486, 501.968
88, 115.147, 63.7024, 8.3755, 36.0071, 55.2539, 2.69559, 4.99769, 137.765, 75.3867, 9.62939, 21.3252, 489.396
89, 113.953, 63.7969, 6.50811, 34.2715, 53.5745, 2.36214, 4.02257, 138.892, 76.4055, 7.79062, 23.9647, 479.061
90, 113.703, 64.7532, 5.4287, 33.6116, 52.211, 2.21767, 3.44692, 138.107, 75.7049, 7.00503, 23.9421, 472.11
91, 112.328, 66.6196, 6.40942, 33.7138, 52.0028, 2.62524, 4.36606, 137.794, 75.4218, 7.44646, 23.6656, 475.268
92, 110.123, 79.2368, 8.45498, 34.5808, 52.5672, 2.76399, 4.94461, 139.229, 76.3386, 8.15304, 24.1393, 488.682
93, 107.831, 80.1511, 8.41605, 33.5816, 51.1173, 2.61902, 4.4773, 137.454, 74.9341, 7.92191, 23.7192, 488.876
94, 105.585, 65.8626, 7.07086, 32.0313, 49.2949, 2.3712, 3.7474, 120.83, 73.6408, 7.23395, 23.1811, 463.243
95, 103.654, 63.9388, 5.66808, 30.5246, 47.658, 2.21144, 3.13814, 127.433, 72.4861, 6.32529, 22.7334, 444.988
96, 108.328, 64.6344, 9.85048, 35.9027, 52.0242, 4.37005, 5.738, 125.201, 78.133, 11.3522, 25.2852, 478.494
97, 106.228, 62.6437, 9.87337, 35.3153, 50.8274, 4.01244, 5.80542, 132.223, 75.9212, 12.6267, 24.5554, 487.033
98, 103.62, 60.7306, 7.97391, 32.4989, 48.1944, 3.27042, 4.80189, 120.711, 75.2769, 10.9085, 23.5507, 463.976
99, 102.064, 62.239, 6.0463, 30.0551, 45.9431, 2.73531, 3.8098, 125.281, 71.3653, 8.73719, 22.7985, 443.912
100, 100.913, 63.2125, 4.85759, 28.568, 44.2475, 2.4634, 3.21403, 114.778, 71.2321, 7.65588, 22.5899, 425.399
101, 97.0871, 66.0323, 9.73185, 35.4929, 48.194, 3.0892, 4.53353, 129.225, 74.7029, 11.1055, 24.1963, 461.188
102, 94.1212, 48.4705, 10.589, 36.3312, 49.3731, 2.94586, 4.73941, 119.228, 74.1251, 11.5671, 23.6872, 457.353
103, 91.0602, 46.3098, 9.25134, 33.6504, 47.3528, 2.67131, 4.08737, 125.708, 72.184, 10.1059, 22.9042, 438.396
104, 98.0183, 45.3461, 8.16149, 32.2802, 46.5102, 2.49578, 3.84199, 112.854, 69.0295, 8.94396, 23.0905, 421.222
105, 92.6887, 45.2274, 8.92557, 33.9941, 47.6299, 2.57107, 3.95589, 122.576, 69.5304, 10.4467, 23.1119, 428.4
106, 94.843, 47.1023, 12.8743, 44.0377, 55.0475, 4.22084, 6.2256, 117.294, 69.8195, 16.1446, 25.2559, 469.718
107, 93.8637, 47.7348, 18.6344, 45.7174, 55.6571, 4.65002, 8.29373, 125.182, 68.1679, 20.3828, 25.0415, 500.529
108, 90.0757, 46.2651, 17.7781, 41.3333, 51.8739, 3.97484, 7.34636, 112.016, 65.9233, 19.046, 23.8107, 480.594
109, 95.0872, 44.2673, 13.4342, 37.0845, 48.8615, 2.97683, 5.60452, 114.636, 61.2955, 17.1679, 22.7106, 452.878
110, 86.8112, 42.3623, 8.42735, 31.208, 45.2892, 1.7196, 3.84843, 100.917, 58.4403, 12.6924, 21.4873, 403.144
111, 82.9862, 41.8292, 6.11784, 28.8803, 42.5951, 1.62551, 2.86265, 106.922, 56.5355, 9.8843, 21.3508, 376.215
112, 81.6057, 41.8553, 4.76443, 27.3243, 40.5361, 1.69201, 2.22663, 96.7607, 56.0843, 7.89793, 20.9248, 354.339
113, 80.9975, 42.0713, 3.49265, 25.6317, 38.9063, 1.5313, 1.74898, 83.5611, 54.5667, 6.2625, 20.6544, 330.866
114, 80.2325, 42.4161, 2.8951, 24.5865, 37.615, 1.55253, 1.46926, 98.645, 54.2781, 5.26416, 20.556, 327.619
115, 79.1777, 42.3093, 2.25183, 23.5047, 36.4289, 1.31466, 1.20031, 91.2662, 52.9037, 4.45355, 20.2462, 319.346
116, 78.2371, 41.6543, 1.41662, 22.4479, 35.372, 1.25711, 0.992999, 99.7995, 52.6829, 3.53035, 20.2369, 315.113
117, 76.8112, 40.7628, 0.808784, 21.1019, 34.3665, 0.926363, 0.812199, 89.1278, 51.0121, 2.78754, 19.9173, 302.319
118, 75.8145, 39.8153, 0.456269, 20.2661, 33.3675, 0.871287, 0.723519, 77.5347, 50.9245, 2.42503, 19.7992, 286.598
119, 75.0656, 39.1276, 0.432104, 19.5964, 32.3645, 0.886532, 0.645773, 91.846, 50.0321, 2.20996, 19.6793, 286.045
120, 74.5578, 38.5354, 0.331677, 19.0074, 31.3745, 0.948191, 0.611445, 85.8069, 49.8279, 2.09323, 19.5979, 282.102
121, 74.2205, 38.0332, 0.386006, 18.7875, 30.4577, 0.993158, 0.593829, 94.0515, 49.307, 2.1234, 19.4639, 284.208
122, 75.0823, 37.7646, 0.241578, 18.8397, 29.9624, 1.19546, 0.576277, 85.6307, 49.4138, 2.28433, 19.6249, 281.317
123, 80.4253, 38.4711, 0.24487, 19.1921, 31.0994, 1.67954, 0.719651, 75.202, 49.741, 2.63776, 20.0717, 279.167
124, 82.4768, 41.5468, 0.132793, 22.4009, 33.9386, 1.33885, 0.609771, 92.3302, 51.0859, 4.39513, 20.5357, 301.608
125, 79.6041, 43.1702, 0.339695, 21.7829, 32.8313, 1.21589, 0.546845, 86.0167, 50.3415, 4.52665, 20.2251, 303.11
126, 76.2874, 41.6012, 0.146778, 20.1624, 30.8423, 1.06208, 0.461219, 74.8013, 49.7223, 3.85988, 19.8336, 288.011
127, 74.5325, 39.767, 1.06365, 18.5243, 29.2608, 1.02632, 0.601574, 87.8585, 48.2262, 3.46159, 19.6338, 284.542
128, 72.5283, 38.2425, 0.325367, 16.8909, 27.8916, 0.644166, 0.520233, 81.1967, 47.2395, 2.74053, 19.1268, 272.682
129, 71.2042, 37.0395, 0.194959, 15.556, 26.6532, 0.554257, 0.468407, 69.8705, 46.2864, 2.41167, 18.9254, 256.499
130, 70.6645, 36.3372, 0.102245, 14.7221, 25.5985, 0.609129, 0.3883, 83.8512, 45.9004, 2.01786, 18.8691, 254.825
131, 70.4176, 35.5622, 0.250673, 14.9463, 24.7734, 0.805833, 0.409065, 78.6264, 45.9417, 2.27221, 18.8397, 253.98
132, 69.8363, 34.8169, 0.145921, 14.9242, 24.0668, 0.840511, 0.359115, 68.6216, 45.8621, 2.23334, 18.7247, 245.671
133, 68.6115, 34.1346, 0.165609, 14.2619, 23.5829, 0.893254, 0.332689, 82.2471, 45.1272, 2.09664, 18.6338, 246.856
134, 67.1449, 33.4894, 0.101415, 14.0195, 23.3995, 0.634144, 0.247818, 76.4692, 44.4672, 2.47976, 18.3874, 244.358
135, 66.0359, 33.0238, 0.131066, 13.0719, 22.6106, 0.547501, 0.244837, 65.9205, 43.876, 2.25665, 18.3023, 232.191
136, 65.1507, 32.5292, 0.140419, 12.9021, 21.88, 0.704961, 0.266167, 48.6232, 32.6198, 2.40566, 18.3438, 216.419
137, 64.3229, 32.0157, 0.112192, 12.8023, 21.1813, 0.849456, 0.299569, 61.2099, 27.0228, 2.24215, 18.3117, 215.253
138, 63.5376, 31.525, 0.226372, 12.5698, 20.5409, 0.922578, 0.276017, 55.9142, 25.3362, 2.3319, 18.3667, 213.089
139, 63.6381, 31.1746, 0.538022, 12.895, 20.5922, 1.04735, 0.586396, 46.6047, 25.2514, 2.79494, 18.4349, 209.079
140, 65.4168, 31.4515, 0.220861, 12.5277, 21.118, 1.31661, 0.871736, 50.272, 36.392, 2.51856, 18.7038, 209.423
141, 66.5582, 32.8119, 0.460908, 12.1919, 20.9678, 1.36775, 0.87447, 72.3897, 39.3675, 2.68319, 19.0542, 224.741
142, 68.2238, 34.0784, 0.207392, 13.1286, 21.1613, 1.75995, 0.85445, 71.4487, 41.0782, 2.66229, 19.8241, 236.331
143, 67.3603, 35.2748, 0.471959, 13.7336, 20.5896, 2.23243, 0.846129, 62.6621, 41.2395, 3.04445, 20.0759, 237.813
144, 79.7953, 38.4053, 4.6166, 23.8859, 25.1222, 5.82342, 4.6331, 67.269, 50.0707, 9.83635, 24.9913, 302.556
145, 96.0499, 47.0142, 16.9214, 44.1296, 35.2114, 9.95731, 11.3311, 107.978, 65.6651, 27.0523, 31.2488, 473.899
146, 97.1149, 53.6277, 20.1128, 48.4712, 37.999, 9.32715, 12.4867, 110.149, 68.5926, 29.888, 26.683, 545.228
147, 127.544, 60.3724, 30.7316, 66.4292, 53.1743, 14.6413, 17.9898, 118.697, 81.0687, 44.5782, 31.1095, 694.545
148, 138.241, 73.892, 32.2415, 75.0114, 64.6387, 14.8174, 19.6553, 142.897, 86.9669, 50.4322, 31.0046, 797.893
149, 120.589, 73.4697, 25.9048, 61.813, 56.4886, 11.6288, 15.6803, 135.065, 75.663, 41.5423, 25.1887, 741.804
150, 110.004, 66.3372, 27.6728, 51.9917, 49.4187, 11.5209, 16.5284, 118.611, 71.8827, 33.6135, 24.69, 673.184
151, 104.2, 61.4364, 27.5106, 47.8209, 48.4724, 9.92834, 15.3042, 120.201, 68.0756, 30.1778, 23.5271, 626.721
152, 96.0654, 57.5404, 22.5022, 40.8674, 43.7478, 7.64367, 11.7899, 114.78, 61.6032, 24.4896, 19.6373, 558.725
153, 89.0892, 52.9909, 15.1878, 32.787, 38.8301, 5.32502, 8.24699, 106.367, 55.2886, 17.5551, 16.2438, 477.503
154, 85.7368, 49.2183, 9.94744, 27.4512, 35.3336, 3.70317, 5.65542, 100.365, 51.3893, 12.2656, 15.0083, 412.605
155, 85.5861, 46.6358, 6.87876, 24.766, 32.9902, 2.98078, 3.94455, 85.4919, 49.1867, 9.22325, 18.4236, 366.204
156, 88.0134, 45.159, 5.33654, 23.7549, 32.2547, 2.95523, 3.19727, 90.4768, 48.6077, 7.36148, 21.0359, 348.645
157, 93.6992, 46.5376, 4.72538, 26.2925, 33.7756, 3.70713, 3.45859, 87.3311, 52.0618, 8.87395, 22.7592, 357.747
158, 89.927, 46.9123, 3.22293, 24.4808, 32.594, 2.84146, 2.80802, 91.1628, 49.3797, 8.26209, 20.0883, 351.521
159, 86.154, 45.3684, 2.84454, 22.6407, 30.8659, 2.78872, 2.27379, 82.0894, 48.1898, 7.06627, 18.2426, 333.856
160, 83.3082, 43.5578, 2.14152, 20.7157, 29.3295, 2.31276, 1.62478, 86.2918, 46.1957, 5.6972, 17.6913, 317.47
161, 81.4711, 42.0755, 1.54096, 19.3887, 28.1045, 2.04508, 1.23078, 77.8429, 45.4208, 4.62407, 17.3147, 299.783
162, 80.4136, 40.9832, 1.171, 18.7859, 27.2007, 1.93968, 1.00699, 67.7537, 44.9916, 3.97438, 17.5144, 282.621
163, 81.7583, 40.6121, 1.38574, 18.835, 26.3286, 1.83968, 1.08356, 80.5454, 45.4117, 4.44039, 17.9181, 284.883
164, 79.2168, 39.9324, 1.42106, 18.093, 25.5518, 1.75767, 1.06014, 64.9941, 33.4976, 4.34794, 16.4667, 274.166
165, 78.325, 39.0148, 1.21096, 17.6723, 24.8735, 1.61282, 0.904775, 63.0616, 24.4821, 3.93091, 16.324, 263.676
166, 76.8158, 38.5405, 0.731347, 16.5387, 24.1263, 1.3809, 0.675692, 68.161, 38.5063, 3.2529, 15.8474, 257.415
167, 74.7603, 37.8057, 0.393722, 15.5719, 23.3781, 1.27724, 0.560007, 63.207, 42.2634, 2.78159, 14.7848, 248.624
168, 74.4304, 37.1147, 0.189041, 15.329, 22.9554, 1.31405, 0.481602, 76.3605, 42.9503, 2.55044, 14.8811, 250.644
169, 82.1483, 39.7489, 0.762784, 20.9569, 27.1454, 2.01445, 0.867829, 80.9151, 49.9543, 5.25227, 15.476, 282.762
170, 79.4903, 42.9137, 0.615173, 21.7522, 27.8051, 2.07928, 0.910976, 62.008, 38.0825, 5.69797, 11.3595, 282.204
171, 75.9308, 42.1681, 0.467662, 19.6266, 26.4784, 1.74692, 0.732664, 62.149, 26.5015, 4.89594, 10.1125, 269.103
172, 73.0072, 40.1292, 0.298937, 17.4513, 24.8532, 1.4878, 0.5638, 49.8863, 19.4358, 3.95321, 10.105, 247.805
173, 71.9544, 38.2254, 0.196816, 15.8549, 23.365, 1.35134, 0.450852, 72.2869, 37.0523, 3.26243, 11.7812, 246.155
174, 69.1804, 36.8083, 0.164735, 14.5932, 22.1379, 1.26405, 0.365866, 70.6641, 41.5883, 2.77592, 9.45579, 241.395
175, 67.7634, 35.761, 0.205569, 13.9126, 21.2425, 1.23672, 0.327506, 62.0493, 41.8678, 2.59768, 9.0624, 230.208
176, 68.8022, 35.0205, 0.148261, 14.8222, 22.6374, 1.28882, 0.326632, 74.8565, 41.9504, 2.49328, 10.8309, 235.17
177, 68.3336, 35.6, 1.30196, 15.6193, 24.0001, 1.35952, 0.357063, 72.5111, 43.2232, 2.57608, 9.24163, 241.266
178, 68.3338, 36.2282, 1.6895, 16.2393, 25.6332, 1.46302, 0.605307, 54.1069, 32.1383, 4.06159, 8.96004, 237.872
179, 68.1232, 36.1713, 3.04134, 16.6051, 25.8932, 1.49894, 0.84275, 39.3217, 23.2112, 5.19603, 9.36063, 229.374
180, 67.7593, 35.5451, 3.54888, 16.77, 25.6062, 1.38591, 0.912807, 49.8192, 17.6585, 6.09223, 10.1241, 231.251
181, 65.5436, 34.7843, 3.41361, 15.5364, 24.2502, 1.19423, 0.860184, 42.9927, 13.8763, 5.89854, 8.50765, 222.932
182, 64.4419, 33.8356, 2.6545, 13.9644, 22.4651, 1.09457, 0.735377, 46.5322, 27.5325, 4.89315, 9.09243, 213.319
183, 63.9243, 32.9065, 1.82389, 12.7813, 20.9535, 1.0597, 0.589294, 63.0451, 31.3235, 3.87564, 9.82677, 214.461
184, 62.74, 32.1007, 1.0912, 11.9366, 19.7893, 1.03652, 0.452807, 59.1324, 31.4624, 3.17157, 9.56834, 210.463
185, 61.9323, 31.3879, 0.586078, 11.282, 18.8579, 1.02708, 0.350848, 50.2137, 31.101, 2.6768, 9.68521, 199.987
186, 62.1571, 30.7473, 0.223166, 10.8009, 18.1139, 1.01973, 0.274172, 43.7447, 30.8157, 2.38636, 10.0734, 189.601
187, 62.5296, 30.1743, 0.156914, 10.3606, 17.4445, 1.02137, 0.224182, 59.6689, 30.5382, 2.1805, 10.119, 193.208
188, 61.2462, 29.6321, 0.139247, 9.95419, 16.8289, 1.01102, 0.181913, 49.052, 21.9121, 2.08568, 10.0778, 189.093
189, 61.055, 29.1155, 0.143227, 9.55863, 16.2295, 1.01145, 0.15811, 33.9276, 15.0026, 1.99027, 10.0143, 176.123
190, 61.9737, 28.6045, 0.127756, 9.16782, 15.642, 0.993057, 0.142676, 23.5209, 10.871, 1.94453, 9.93888, 162.931
191, 58.3051, 28.0857, 0.136424, 8.78004, 15.0522, 0.988467, 0.137569, 36.9366, 8.54825, 1.89308, 9.87784, 162.401
