Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
2240, 217.761, 102.602, 177.967, 166.385, 183.354, 34.2909, 88.2594, 274.12, 169.649, 176.894, 70.4601, 1941.15
2241, 259.008, 112.707, 309.281, 250.563, 226.034, 50.9815, 156.37, 376.81, 237.196, 290.686, 92.0494, 2803.72
2242, 261.81, 118.345, 274.259, 240.139, 231.178, 47.5417, 154.932, 362.272, 226.054, 259.505, 94.5645, 2866.84
2243, 241.937, 120.804, 217.478, 218.347, 216.037, 38.6626, 121.703, 343.354, 219.397, 220.279, 100.244, 2599.32
2244, 224.772, 117.271, 159.626, 195.744, 200.963, 79.9865, 85.2663, 320.654, 205.775, 173.744, 98.8898, 2272.09
2245, 234.51, 116.189, 226.429, 210.664, 209.307, 100.419, 125.046, 346.127, 221.796, 228.218, 101.487, 2534.92
2246, 265.168, 124.986, 270.551, 247.74, 249.222, 114.958, 169.81, 407.961, 262.235, 260.312, 114.117, 2990.47
2247, 258.549, 127.455, 243.098, 238.585, 241.279, 115.903, 143.646, 381.172, 241.539, 235.135, 113.324, 2907.06
2248, 234.496, 122.443, 168.919, 199.2, 210.138, 139.913, 90.1604, 331.05, 210.329, 178.824, 109.185, 2454.92
2249, 216.29, 113.167, 114.371, 165.874, 187.007, 122.556, 61.8782, 296.194, 187.887, 131.59, 98.1345, 2023.17
2250, 220.627, 107.625, 131.154, 177.409, 191.517, 106.191, 62.6706, 292.795, 182.512, 139.225, 85.216, 1988.02
2251, 212.621, 103.415, 107.494, 161.68, 183.628, 86.2716, 49.8587, 270.208, 164.653, 119.475, 72.3208, 1794.03
2252, 204.734, 99.0348, 78.3429, 140.26, 173.069, 67.0865, 36.4571, 249.323, 150.35, 90.774, 65.2624, 1545.43
2253, 199.981, 104.817, 56.2279, 123.356, 164.879, 49.4352, 26.4135, 233.027, 139.111, 66.969, 58.5077, 1339.84
2254, 205.641, 101.462, 40.612, 111.034, 158.482, 33.2272, 19.4091, 220.523, 130.196, 49.7156, 52.0018, 1187.33
2255, 204.203, 99.2024, 30.4341, 102.394, 153.115, 19.871, 14.7084, 211.386, 123.614, 37.7916, 47.3102, 1075.36
2256, 198.879, 96.895, 23.2708, 96.1549, 148.501, 11.7553, 11.4453, 204.632, 118.735, 29.4642, 43.8959, 990.887
2257, 191.479, 96.1655, 18.1315, 91.251, 144.771, 7.1414, 9.15622, 204.254, 120.178, 23.5374, 47.9965, 932.647
2258, 188.577, 94.5056, 14.5308, 87.3533, 141.721, 4.87147, 7.53932, 201.256, 118.131, 19.4214, 47.3072, 890.588
2259, 184.84, 92.8335, 12.1111, 84.2656, 138.795, 4.02169, 6.37634, 197.746, 115.486, 16.5442, 45.6124, 857.237
2260, 189.563, 92.9425, 19.8301, 98.342, 149.311, 7.1017, 12.4634, 209.13, 122.731, 23.5976, 47.657, 928.016
2261, 186.219, 93.7981, 20.3013, 96.9308, 146.504, 6.67808, 12.429, 207.618, 121.045, 25.8346, 46.6828, 937.612
2262, 182.824, 92.5995, 16.976, 90.4108, 140.092, 5.53968, 10.208, 190.181, 104.889, 22.925, 46.1534, 894.103
2263, 176.189, 89.6565, 13.4756, 84.51, 134.382, 4.6284, 8.11302, 195.909, 113.98, 18.9211, 44.155, 851.246
2264, 170.189, 85.2227, 10.7734, 79.9475, 129.893, 3.93292, 6.52487, 197.48, 116.608, 15.5737, 41.57, 813.325
2265, 169.652, 90.0557, 9.30317, 76.5897, 126.355, 3.47044, 5.40964, 189.872, 109.427, 13.1911, 39.4615, 782.893
2266, 166.606, 89.3456, 8.261, 74.0277, 123.328, 3.18354, 4.63401, 182.719, 103.049, 11.5532, 37.4547, 757.316
2267, 163.827, 87.9343, 9.08075, 73.6405, 123.315, 3.34126, 4.73437, 192.13, 113.249, 13.1961, 35.7757, 759.101
2268, 162.775, 87.5571, 10.6429, 74.1892, 122.826, 4.56105, 6.33426, 194.853, 115.313, 17.2348, 35.4467, 772.289
2269, 158.622, 85.903, 10.1078, 72.1454, 119.485, 4.40884, 6.1312, 192.493, 113.504, 17.0632, 34.1035, 760.993
2270, 153.538, 83.7343, 8.70995, 70.1403, 116.296, 3.85551, 5.22939, 189.1, 110.837, 14.8146, 33.1188, 737.164
2271, 149.337, 80.6219, 7.19692, 68.2231, 113.464, 3.44163, 4.39725, 185.883, 108.319, 12.5385, 32.4549, 711.747
2272, 151.794, 79.811, 13.2909, 74.3841, 116.233, 5.83699, 9.07381, 189.039, 109.95, 19.1753, 35.1361, 755.252
2273, 154.593, 74.9353, 20.7907, 79.7879, 120.698, 8.23376, 13.7395, 194.685, 113.762, 26.6818, 37.6755, 817.231
2274, 151.301, 74.8667, 20.5187, 77.4338, 117.93, 7.50838, 13.1391, 190.957, 110.445, 27.0012, 37.8722, 817.035
2275, 147.992, 72.8325, 16.7598, 72.7254, 113.451, 6.11822, 10.4658, 185.235, 106.373, 22.778, 37.2737, 778.578
2276, 143.613, 70.1947, 13.483, 68.1946, 108.989, 4.99458, 8.04771, 180.615, 103.289, 18.5283, 34.5657, 732.972
2277, 148.912, 70.8749, 29.8404, 81.641, 114.88, 9.19525, 15.8711, 191.62, 111.111, 35.5362, 36.5211, 830.314
2278, 153.158, 73.826, 35.4511, 92.6219, 125.01, 10.4282, 17.5202, 210.728, 128.063, 44.7048, 37.5753, 921.269
2279, 152.426, 74.5876, 33.4473, 91.5698, 124.915, 9.62004, 16.5354, 214.399, 130.258, 43.2861, 38.5904, 933.992
2280, 148.248, 72.5724, 27.8024, 85.7401, 120.882, 8.29412, 14.0834, 208.96, 126.072, 38.8107, 39.0858, 896.481
2281, 144.464, 71.0775, 22.0485, 79.0481, 115.48, 6.86464, 11.2043, 204.121, 123.212, 32.2403, 32.9885, 837.485
2282, 155.374, 72.6746, 41.5594, 96.1086, 132.667, 9.99078, 21.2994, 225.503, 138.38, 49.9084, 35.1786, 966.677
2283, 167.687, 76.9208, 51.8885, 106.13, 138.141, 14.9362, 29.9029, 222.273, 128.953, 58.4326, 40.0414, 1074.64
2284, 185.05, 88.9653, 66.8219, 117.968, 148.345, 18.8673, 39.1496, 233.665, 137.139, 74.2556, 46.1053, 1220.66
2285, 181.379, 94.5711, 57.6798, 108.328, 138.573, 16.1576, 32.5392, 223.954, 130.898, 65.744, 48.5669, 1184.52
2286, 433.827, 132.309, 167.706, 224.969, 258.985, 38.0276, 96.168, 388.69, 244.32, 169.222, 110.313, 2297.85
2287, 426.34, 195.061, 159.061, 228.26, 231.223, 42.7049, 97.0257, 400.392, 249.357, 163.509, 109.85, 2587.24
2288, 517.802, 250.114, 174.929, 253.599, 238.045, 61.1403, 130.825, 472.433, 314.994, 158.493, 207.138, 3042.36
2289, 415.004, 270.237, 141.465, 210.708, 201.426, 45.5024, 98.8373, 397.878, 260.296, 139.986, 162.98, 2780.16
2290, 368.377, 225.08, 125.819, 187.527, 186.743, 37.2537, 78.8419, 460.241, 340.537, 127.503, 171.244, 2552.95
2291, 306.052, 179.095, 100.965, 167.085, 179.716, 29.5161, 60.7399, 420.849, 304.033, 107.81, 127.268, 2219.94
2292, 269.637, 163.999, 87.0582, 147.418, 166.133, 24.7444, 51.3524, 394.511, 285.458, 87.3416, 104.511, 1933.18
2293, 270.936, 183.129, 111.926, 167.161, 179.83, 26.5924, 60.4812, 409.535, 270.481, 110.158, 100.343, 2020.56
2294, 259.427, 180.959, 98.4677, 158.609, 173.545, 22.1021, 52.4488, 384.047, 241.383, 102.62, 91.7262, 1919.23
2295, 258.787, 177.289, 80.3947, 146.819, 167.23, 20.6887, 45.3996, 366.989, 230.307, 85.9399, 95.2596, 1785.07
2296, 259.731, 174.105, 62.184, 132.912, 160.895, 16.8332, 36.9545, 342.739, 208.573, 66.7486, 96.7947, 1634.84
2297, 250.762, 167.926, 47.74, 121.379, 152.785, 13.9901, 29.1425, 310.953, 200.56, 50.6518, 93.5397, 1483.16
2298, 241.762, 159.229, 35.185, 108.675, 145.429, 10.802, 21.6837, 284.387, 185.632, 37.5259, 86.3366, 1331.86
2299, 233.344, 152.942, 25.6614, 98.337, 139.146, 8.20196, 15.8955, 266.856, 173.973, 27.9636, 77.9049, 1205.36
2300, 225.841, 146.484, 18.5684, 89.7806, 133.524, 6.01018, 11.686, 255.521, 165.021, 20.4394, 71.1105, 1102.69
2301, 220.995, 141.255, 14.8733, 85.5253, 128.901, 5.25241, 9.04344, 248.316, 157.225, 16.5964, 65.3174, 1037
2302, 217.207, 137.952, 11.9747, 82.0094, 125.04, 4.57698, 7.17058, 236.908, 150.632, 14.0336, 61.4897, 984.728
2303, 213.843, 137.369, 30.2671, 90.2712, 128.472, 5.99491, 12.4447, 238.532, 151.445, 26.6736, 59.5618, 1043.3
2304, 294.034, 153.501, 250.245, 185.062, 206.502, 26.6723, 90.3647, 353.921, 229.613, 163.846, 90.8484, 2089.4
2305, 276.542, 177.99, 176.315, 179.929, 195.523, 26.1241, 70.078, 342.133, 218.727, 156.512, 88.1933, 2158.71
2306, 267.073, 177.215, 105.273, 147.392, 168.967, 19.5024, 47.2259, 317.974, 209.295, 110.912, 102.134, 1859.18
2307, 247.398, 182.117, 67.7493, 122.684, 150.797, 20.9385, 32.5083, 292.717, 186.492, 76.2599, 93.5634, 1584.9
2308, 231.935, 168.704, 46.2414, 106.105, 139.196, 34.9459, 22.8685, 308.347, 204.204, 53.4355, 80.455, 1406.69
2309, 223.604, 157.031, 36.1857, 103.281, 139.817, 29.726, 18.88, 287.576, 189.197, 42.6717, 72.9683, 1295.17
2310, 221.006, 154.849, 30.3237, 105.879, 142.81, 22.2603, 15.8228, 268.994, 174.787, 38.7867, 65.9332, 1229.53
2311, 210.84, 148.781, 23.5574, 97.2719, 135.572, 17.9286, 12.2194, 251.076, 161.291, 31.1753, 55.5376, 1128.98
2312, 205.648, 144.818, 17.7087, 88.9223, 128.127, 14.5129, 9.20846, 239.758, 152.753, 23.9531, 51.1562, 1038.57
2313, 200.505, 120.487, 12.9786, 82.1012, 122.324, 11.2219, 7.01707, 232.898, 145.157, 18.1781, 47.392, 957.896
2314, 196.947, 112.602, 10.2786, 77.6973, 117.966, 8.81147, 5.55264, 226.28, 140.813, 14.5158, 44.4705, 897.665
2315, 192.607, 108.498, 8.69915, 74.673, 114.63, 7.33814, 4.71447, 217.645, 135.58, 12.199, 41.8186, 853.845
2316, 208.717, 112.766, 15.6609, 87.6114, 126.321, 11.0877, 13.9053, 233.023, 146.865, 20.9073, 49.357, 946.638
2317, 205.487, 117.153, 16.8659, 86.2882, 123.316, 9.95631, 14.2961, 249.155, 142.455, 23.5002, 46.4592, 983.69
2318, 207.314, 109.292, 15.0109, 81.5651, 117.613, 15.466, 11.5897, 251.598, 139.039, 21.4476, 56.1184, 976.446
2319, 201.147, 104.409, 11.8081, 75.7577, 112.227, 14.6933, 8.73942, 249.668, 134.066, 17.4676, 54.2258, 937.642
2320, 195.016, 115.483, 11.7062, 73.5787, 108.632, 12.5486, 7.45768, 225.894, 110.196, 15.8887, 51.324, 899.07
2321, 221.594, 119.183, 24.5142, 103.932, 124.451, 14.2902, 14.0423, 245.424, 122.857, 30.1697, 55.9509, 1050.48
2322, 233.199, 138.858, 39.9539, 128.699, 136.864, 16.3609, 21.2304, 263.201, 136.561, 46.237, 57.684, 1230.16
2323, 229.299, 144.338, 38.5553, 119.36, 132.585, 19.1691, 19.3742, 286.722, 167.236, 43.8697, 59.4581, 1253.63
2324, 222.217, 144.696, 29.9765, 102.849, 122.487, 23.3432, 14.7093, 285.264, 166.456, 34.5938, 57.6527, 1185.74
2325, 213.41, 138.819, 21.7301, 89.3452, 114.371, 20.3721, 10.9951, 282.538, 164.591, 25.6472, 52.8328, 1098.66
2326, 206.713, 131.3, 16.0824, 81.5415, 109.038, 16.2302, 8.45317, 264.034, 149.062, 20.5509, 38.908, 1013.52
2327, 208.404, 143.575, 15.2803, 81.7939, 107.908, 14.3275, 11.0168, 254.733, 143.113, 16.7596, 36.1658, 981.344
2328, 212.293, 145.769, 25.2723, 94.2591, 119.501, 14.3788, 16.4887, 256.627, 143.784, 24.6386, 34.8191, 1051.87
2329, 211.193, 147.591, 26.7141, 95.3323, 120.867, 16.3104, 15.6771, 252.641, 140.851, 26.207, 33.6296, 1065.76
2330, 205.672, 146.363, 21.3603, 86.848, 114.811, 18.442, 11.9693, 241.112, 133.285, 22.1721, 31.454, 1011.9
2331, 199.792, 144.419, 15.2994, 77.6418, 107.66, 16.1152, 8.60289, 232.735, 126.193, 16.5807, 44.4519, 947.84
2332, 193.871, 140.612, 10.525, 70.5877, 101.92, 11.9433, 6.12611, 226.962, 121.847, 12.2245, 50.3999, 893.209
2333, 189.529, 136.748, 7.21335, 65.3397, 97.5267, 8.53438, 4.4401, 218.448, 116.287, 8.87366, 49.153, 844.169
2334, 187.393, 134.025, 5.00296, 61.5267, 94.1365, 6.15237, 3.32953, 210.361, 111.892, 6.48968, 47.0622, 803.735
2335, 186.582, 133.875, 3.56003, 59.0418, 91.5115, 4.56605, 2.59872, 201.537, 105.879, 5.29722, 45.2818, 773.509
2336, 184.12, 134.08, 2.62983, 56.9905, 89.0988, 3.45996, 2.07985, 194.09, 100.533, 4.40478, 43.6492, 749.383
2337, 181.127, 134.667, 2.31504, 55.6926, 86.9625, 2.91507, 1.78916, 189.614, 97.2053, 4.16004, 42.4499, 733.291
2338, 177.508, 133.548, 1.71895, 53.7163, 84.7492, 2.27021, 1.50453, 185.321, 93.4503, 3.5713, 41.0559, 715.125
2339, 173.447, 131.245, 1.14157, 51.9811, 82.7036, 1.71086, 1.27944, 180.911, 89.6325, 3.11929, 39.9493, 696.032
2340, 168.516, 127.796, 0.851061, 50.9224, 80.6912, 1.26951, 1.09371, 177.067, 87.2497, 2.89238, 38.7703, 677.74
2341, 164.85, 122.83, 0.710247, 49.724, 78.6421, 1.20842, 1.0571, 174.429, 87.0326, 2.77589, 38.0002, 661.167
2342, 161.254, 119.474, 0.418001, 48.4603, 76.7355, 0.951877, 0.946025, 185.132, 100.906, 2.63553, 36.9684, 653.665
2343, 158.861, 116.355, 0.392477, 47.1425, 74.9256, 0.940676, 0.909259, 184.877, 102.474, 2.44492, 36.1391, 644.705
2344, 155.838, 114.002, 0.671033, 46.8558, 73.7591, 1.18057, 1.2746, 181.103, 100.642, 2.77229, 35.4671, 636.246
2345, 153.949, 112.227, 2.19328, 47.2398, 74.1203, 1.35972, 2.11127, 179.109, 99.5474, 5.56916, 35.3778, 640.895
2346, 150.755, 109.758, 2.66885, 46.6319, 72.5428, 1.40876, 2.08912, 174.81, 97.0198, 6.36931, 34.4021, 631.661
2347, 148.478, 107.97, 2.49117, 44.9687, 70.3127, 1.86831, 1.83114, 170.649, 94.7918, 5.77444, 33.9426, 616.734
2348, 148.838, 106.817, 5.68676, 53.0373, 73.3986, 2.92061, 3.42989, 174.791, 97.8164, 13.3663, 34.6874, 652.301
2349, 146.482, 104.943, 7.65532, 54.4177, 73.1739, 2.7825, 4.09238, 172.275, 96.2226, 17.0613, 33.3135, 663.112
2350, 144.173, 103.267, 7.28311, 51.493, 70.1812, 3.38775, 3.62297, 167.611, 93.6789, 15.877, 33.22, 646.854
2351, 156.932, 105.147, 18.1627, 67.703, 82.817, 6.76366, 10.2418, 183.686, 104.256, 30.744, 37.5861, 763.777
2352, 152.923, 108.222, 18.1989, 64.2766, 81.4866, 5.55022, 9.82295, 177.744, 99.6313, 29.6461, 35.2612, 769.523
2353, 149.151, 106.747, 14.5754, 57.4359, 75.6041, 7.83509, 7.50602, 171.278, 96.7794, 23.822, 36.4268, 728.741
2354, 143.727, 105.199, 9.60724, 50.2255, 70.1614, 6.8547, 5.17704, 167.149, 91.0175, 16.5438, 34.1961, 671.802
2355, 139.186, 101.801, 6.28195, 45.9896, 66.2189, 5.15375, 3.54343, 165.172, 90.6552, 11.5961, 31.6319, 626.027
2356, 135.804, 98.4795, 4.08506, 43.0313, 63.2947, 3.479, 2.45671, 158.949, 87.4487, 8.40306, 29.6199, 588.348
2357, 133.229, 96.7235, 3.107, 40.8481, 60.9712, 2.33182, 1.79232, 152.237, 83.4612, 6.42261, 28.0887, 558.681
2358, 131.256, 95.2519, 2.38865, 39.122, 59.0155, 1.77805, 1.43545, 147.093, 80.414, 5.00323, 27.0095, 536.147
2359, 129.039, 93.6936, 1.8125, 37.8361, 57.3594, 1.39072, 1.1643, 143.313, 78.1493, 4.18887, 26.0538, 519.599
2360, 126.886, 92.0292, 1.41396, 36.8607, 55.9141, 1.08344, 0.954444, 139.989, 76.0607, 3.83479, 25.2274, 506.135
2361, 124.7, 90.0129, 1.22468, 35.8901, 54.518, 0.837575, 0.793442, 136.451, 73.7242, 3.533, 24.4664, 493.163
2362, 122.73, 87.414, 0.996065, 34.879, 53.1849, 0.719237, 0.684515, 133.36, 71.9208, 3.16099, 23.8216, 480.524
2363, 120.494, 85.0824, 0.836571, 34.0364, 52.0718, 0.575498, 0.614765, 130.45, 70.173, 2.94909, 23.0915, 469.49
2364, 118.469, 83.024, 0.755857, 33.2814, 51.1353, 0.508586, 0.565864, 127.524, 68.5729, 2.7587, 22.4559, 458.852
2365, 116.612, 81.0098, 0.735125, 32.5692, 49.8354, 0.491696, 0.533263, 124.669, 67.0461, 2.73005, 21.8967, 448.874
2366, 114.926, 79.263, 0.81534, 31.8186, 48.5071, 0.528847, 0.530668, 122.042, 65.6239, 2.6576, 21.3427, 439.458
2367, 113.059, 77.7588, 1.03018, 31.2208, 47.3522, 0.460226, 0.537709, 119.721, 64.3284, 2.69247, 20.7395, 430.829
2368, 113.622, 76.8626, 2.06806, 34.8779, 49.215, 1.07485, 1.53823, 119.907, 64.539, 6.8432, 20.8794, 447.571
2369, 112.052, 76.0397, 3.68694, 36.8663, 50.7568, 0.940361, 2.18403, 118.707, 63.7068, 9.31143, 20.2621, 458.667
2370, 111.407, 74.667, 3.85173, 34.8944, 48.5709, 1.10562, 2.02711, 115.436, 61.7106, 8.63851, 20.1501, 448.515
2371, 110.434, 73.7872, 3.15091, 32.4524, 46.0359, 1.22674, 1.62578, 112.925, 60.076, 7.07247, 19.657, 432.871
2372, 109.011, 72.5435, 2.31417, 30.6245, 43.914, 1.11608, 1.2336, 110.961, 58.8252, 5.65167, 18.8282, 418.057
2373, 107.333, 71.2812, 1.57758, 28.8093, 42.1431, 0.754665, 0.906954, 108.636, 56.9652, 4.39593, 17.9511, 403.046
2374, 105.633, 69.8981, 1.04063, 27.3093, 40.5961, 0.520644, 0.706327, 106.031, 54.9017, 3.46178, 17.2068, 389.208
2375, 104.165, 68.5942, 0.634706, 26.1146, 39.1853, 0.321776, 0.56592, 103.396, 52.9457, 2.87713, 16.5408, 377.235
2376, 102.958, 67.3852, 0.383903, 25.1454, 37.8587, 0.201159, 0.473403, 100.857, 51.2162, 2.56572, 15.9452, 367.095
2377, 102.176, 66.2683, 0.186267, 24.3004, 36.6562, 0.102734, 0.40576, 98.5124, 49.7127, 2.34344, 15.3894, 358.394
2378, 100.9, 65.4091, 0.228549, 23.7102, 35.6366, 0.149781, 0.360196, 96.3566, 48.587, 2.34991, 14.9469, 351.328
2379, 98.5032, 64.3532, 0.190546, 23.5211, 34.8248, 0.0947892, 0.338369, 94.2492, 47.4157, 2.55394, 14.4693, 345.253
2380, 96.012, 62.7508, 0.263348, 22.7654, 33.795, 0.136707, 0.325362, 91.9497, 45.8534, 2.44029, 13.9766, 336.934
2381, 94.5235, 61.0921, 0.16794, 21.8946, 32.7411, 0.0677674, 0.301564, 89.7378, 44.2604, 2.32336, 13.4753, 328.112
2382, 93.4774, 59.6488, 0.218983, 21.109, 31.723, 0.121421, 0.274087, 87.9226, 42.9218, 2.15394, 13.0036, 320.253
2383, 92.478, 57.2239, 0.154386, 20.4185, 30.7413, 0.063876, 0.256771, 86.3261, 41.6825, 2.12948, 12.5565, 312.905
2384, 91.6191, 54.7035, 0.179626, 19.7451, 29.771, 0.117414, 0.235948, 84.7183, 40.4238, 2.02691, 12.1023, 305.62
2385, 90.8345, 52.6496, 0.151673, 19.1115, 28.8083, 0.0613842, 0.223172, 83.1502, 39.1749, 2.03792, 11.6814, 298.529
2386, 90.1629, 50.9116, 0.159403, 18.5157, 27.8878, 0.101739, 0.208486, 81.6594, 38.0111, 1.96554, 11.266, 292.049
2387, 89.1952, 49.3603, 0.153559, 17.9169, 26.9781, 0.0591697, 0.199421, 80.1456, 36.7917, 1.98393, 10.8494, 285.732
2388, 87.8984, 47.9705, 0.169701, 17.4302, 26.211, 0.0873641, 0.194185, 75.0057, 35.7781, 2.02488, 10.4998, 277.754
2389, 85.6465, 46.649, 0.362866, 17.1407, 25.444, 0.152796, 0.337527, 72.1283, 34.7593, 2.37696, 10.0956, 271.295
2390, 83.8603, 45.4281, 0.20033, 16.5758, 24.6417, 0.0608182, 0.382255, 70.2409, 33.5676, 2.1718, 9.73317, 263.602
2391, 82.9746, 44.2359, 0.273569, 16.006, 23.8725, 0.152067, 0.380265, 68.7595, 32.4296, 2.10977, 9.39271, 257.056
2392, 82.1518, 42.9729, 0.170575, 15.4581, 23.1305, 0.0327108, 0.326372, 67.4728, 31.4538, 1.9713, 9.04615, 250.926
2393, 80.9447, 41.7409, 0.195454, 14.9035, 22.3492, 0.139817, 0.283857, 66.1305, 30.373, 1.94587, 8.69636, 245.307
2394, 80.0584, 40.5722, 0.14917, 14.3383, 21.5713, 0.0230201, 0.237257, 68.6436, 29.3417, 1.86601, 8.37047, 241.746
2395, 79.7764, 39.425, 0.169388, 13.828, 20.7955, 0.127401, 0.210267, 69.1025, 28.3614, 1.86894, 8.05154, 239.014
2396, 79.3995, 38.2861, 0.147374, 13.3211, 20.0516, 0.0192881, 0.184355, 68.2615, 27.4008, 1.82038, 7.74214, 235.226
2397, 78.6346, 37.1848, 0.156655, 12.8312, 19.3124, 0.12006, 0.178357, 67.0749, 26.4194, 1.82474, 7.41017, 231.017
2398, 77.8168, 36.1401, 0.14633, 12.3307, 18.5845, 0.0172959, 0.164482, 65.8551, 25.4527, 1.7839, 7.11494, 226.193
2399, 76.8966, 35.1277, 0.14918, 11.8819, 17.9112, 0.110515, 0.162703, 64.9544, 24.8155, 1.79017, 6.83703, 221.816
2400, 75.6733, 34.1213, 0.144143, 11.4348, 17.2697, 0.0191938, 0.153118, 64.353, 24.4217, 1.75456, 6.54908, 217.349
2401, 72.2538, 33.1528, 0.143894, 11.0148, 16.657, 0.101245, 0.152008, 64.0456, 24.1273, 1.75555, 6.29541, 212.528
2402, 69.52, 32.2218, 0.138988, 10.6117, 16.0934, 0.0191114, 0.145106, 63.8696, 23.8681, 1.74344, 6.06539, 207.332
2403, 67.7809, 31.1426, 0.146288, 10.2619, 15.5855, 0.0936521, 0.145862, 63.7711, 23.6431, 1.7797, 5.85073, 202.746
2404, 66.421, 30.1032, 0.134666, 9.87565, 15.1051, 0.0186265, 0.139518, 63.5871, 23.3385, 1.77481, 5.58416, 198.399
2405, 65.2375, 29.1728, 0.170372, 9.80408, 14.5846, 0.0839152, 0.143202, 63.439, 23.0773, 1.8491, 5.38934, 195.152
2406, 64.1647, 28.3509, 0.152847, 10.0195, 14.0881, 0.0184993, 0.135364, 67.3357, 27.2032, 2.15537, 5.1906, 195.786
2407, 63.2485, 27.5838, 0.205936, 9.98224, 13.5301, 0.150171, 0.143297, 69.0047, 28.459, 2.26427, 5.08824, 196.374
2408, 62.5345, 26.8193, 0.163697, 9.76235, 13.0083, 0.452694, 0.197039, 69.6566, 28.8049, 2.28857, 5.07383, 196.067
2409, 61.7635, 26.0807, 0.194449, 9.48751, 12.5432, 0.570376, 0.206702, 69.7653, 28.6839, 2.27709, 5.03264, 194.751
2410, 61.0176, 25.3635, 0.158438, 9.19229, 12.1072, 0.573745, 0.205378, 69.8579, 28.6057, 2.27845, 5.02406, 192.84
2411, 60.2407, 24.685, 0.19359, 8.90835, 11.702, 0.583969, 0.204983, 69.8908, 28.4581, 2.26487, 4.97753, 190.754
2412, 59.4661, 24.0435, 0.157361, 8.64946, 11.3039, 0.571724, 0.202272, 69.9339, 28.3055, 2.26427, 4.91124, 188.586
2413, 58.7025, 23.4059, 0.188462, 8.39713, 10.9295, 0.579076, 0.201372, 69.9755, 28.1571, 2.24924, 4.83968, 186.456
2414, 57.968, 22.7915, 0.154462, 8.16263, 10.5665, 0.56849, 0.203756, 70.0083, 27.9999, 2.26762, 6.95933, 185.136
2415, 57.251, 22.1963, 0.185619, 7.94811, 10.2153, 0.570222, 0.208095, 70.0323, 27.8339, 2.26528, 7.57785, 184.183
2416, 56.5848, 21.627, 0.155134, 7.72236, 9.88236, 0.567281, 0.207706, 70.0925, 27.684, 2.26636, 7.63305, 182.983
2417, 62.9952, 21.0888, 0.182264, 7.50515, 9.57146, 0.566377, 0.207654, 70.2067, 27.5868, 2.26041, 7.60427, 184.19
2418, 64.6902, 20.567, 0.153117, 7.29427, 9.27413, 0.616767, 0.206334, 70.2982, 27.46, 2.24589, 7.5488, 186.086
2419, 64.1179, 20.0725, 0.180548, 7.0941, 8.99615, 0.623429, 0.205363, 70.4346, 27.3762, 2.25435, 7.51384, 186.707
2420, 63.5767, 19.6008, 0.162744, 6.99691, 8.81861, 0.647231, 0.22052, 70.657, 27.3415, 2.52998, 7.46183, 186.928
2421, 63.2289, 19.1591, 0.187646, 6.84382, 8.60417, 0.642483, 0.242858, 70.7473, 27.2032, 2.62187, 7.40777, 186.268
2422, 62.9632, 18.7237, 0.170437, 6.63575, 8.33237, 0.643845, 0.255455, 70.7879, 27.0335, 2.58292, 7.34741, 184.9
2423, 62.7221, 18.2864, 0.167442, 6.4072, 8.0483, 0.632623, 0.25202, 70.8312, 26.8715, 2.48201, 7.29361, 183.355
2424, 62.5054, 17.8524, 0.157481, 6.19559, 7.77502, 0.629209, 0.242018, 70.9103, 26.7355, 2.38759, 7.25705, 181.917
2425, 62.305, 17.4181, 0.156794, 6.00016, 7.52193, 0.62066, 0.229997, 71.0176, 26.6194, 2.30999, 7.23909, 180.623
2426, 62.0956, 16.9908, 0.155299, 5.81097, 7.27973, 0.615903, 0.219314, 71.0965, 26.4713, 2.27884, 7.18796, 179.415
2427, 61.8966, 16.5742, 0.155696, 5.62944, 7.04561, 0.609862, 0.210517, 71.2008, 26.3488, 2.2373, 7.14238, 178.257
2428, 61.7141, 16.1739, 0.152224, 5.47513, 6.82433, 0.606537, 0.203864, 71.3365, 26.2414, 2.2264, 7.10169, 177.233
2429, 61.5289, 15.7798, 0.15576, 5.31093, 6.6087, 0.600926, 0.19851, 71.4283, 26.1, 2.19665, 7.05188, 176.185
2430, 61.3588, 15.4001, 0.149638, 5.14623, 6.39856, 0.599178, 0.194395, 63.9367, 17.7323, 2.20228, 7.01089, 170.958
2431, 61.7218, 15.0296, 0.153185, 4.98068, 6.19028, 0.593538, 0.190987, 57.3901, 11.0377, 2.18285, 6.97334, 164.033
2432, 62.2551, 14.6653, 0.148252, 4.81535, 5.9814, 0.593751, 0.188247, 53.4742, 7.10507, 2.18002, 6.93034, 158.462
2433, 62.5953, 14.3033, 0.150284, 4.65712, 5.77815, 0.588968, 0.185906, 51.421, 4.96578, 2.15765, 6.89412, 154.797
2434, 62.7123, 17.5211, 0.149073, 4.51391, 5.58525, 0.58705, 0.183923, 50.3962, 3.77709, 2.15695, 6.86044, 153.639
2435, 66.2044, 17.5781, 0.147802, 4.3727, 5.40193, 0.583866, 0.182216, 49.9289, 3.1082, 2.13823, 13.4949, 157.044
